freq (Hz),v (m/s),Thrust force (N)
16,11,-132.0088601
16,12,-119.186019
16,13,-108.1515901
16,14,-98.38271124
16,15,-89.89235432
16,16,-82.71280421
16,17,-76.75525196
16,18,-71.83943032
16,19,-67.75541699
16,20,-64.30756176
16,21,-61.33463506
16,22,-58.71370669
16,23,-56.35585096
16,24,-54.19905189
16,25,-52.20111351
16,26,-50.33371926
16,27,-48.57790065
16,28,-46.92078352
16,29,-45.35335229
16,30,-43.86896781
16,31,-42.46241625
16,32,-41.12931857
16,33,-39.8657774
16,34,-38.66817573
16,35,-37.53306974
16,36,-36.45713788
16,37,-35.43716198
16,38,-34.4700253
16,39,-33.55271835
16,40,-32.68234729
16,41,-31.85614188
16,42,-31.07146179
16,43,-30.3258006
16,44,-29.61678745
16,45,-28.94218673
16,46,-28.29989583
16,47,-27.68794167
16,48,-27.10447609
16,49,-26.54777044
16,50,-26.01620979
16,51,-25.50828677
16,52,-25.02259533
16,53,-24.55782454
16,54,-24.11275247
16,55,-23.68624027
16,56,-23.27722655
16,57,-22.88472191
16,58,-22.50780391
16,59,-22.14561221
16,60,-21.79734412
16,61,-21.46225036
16,62,-21.13963118
16,63,-20.82883272
16,64,-20.52924363
16,65,-20.24029197
21,0,208.188292
21,1,243.760853
21,2,277.9857784
21,3,253.5204817
21,4,42.64798155
21,5,-239.6408695
21,6,-322.2857665
21,7,-278.2883966
21,8,-234.3150721
21,9,-201.512947
21,10,-174.5111421
21,11,-151.2227634
21,12,-132.0648499
21,13,-117.5982876
21,14,-106.9784807
21,15,-98.68073713
21,16,-91.52562117
21,17,-84.96322874
21,18,-78.87926451
21,19,-73.33354345
21,20,-68.39745743
21,21,-64.09275029
21,22,-60.38808399
21,23,-57.21699846
21,24,-54.49782663
21,25,-52.14838663
21,26,-50.09449792
21,27,-48.27367345
21,28,-46.63572989
21,29,-45.14173676
21,30,-43.76226148
21,31,-42.47547451
21,32,-41.26540424
21,33,-40.12046114
21,34,-39.03225553
21,35,-37.99468627
21,36,-37.00325834
21,37,-36.05458423
21,38,-35.14602705
21,39,-34.27545019
21,40,-33.44104526
21,41,-32.64121632
21,42,-31.87450401
21,43,-31.13953737
21,44,-30.4350045
21,45,-29.75963583
21,46,-29.11219557
21,47,-28.49147814
21,48,-27.89630779
21,49,-27.32553967
21,50,-26.77806173
21,51,-26.25279679
21,52,-25.74870437
21,53,-25.26478226
21,54,-24.80006761
21,55,-24.35363758
21,56,-23.92460961
21,57,-23.51214123
21,58,-23.11542965
21,59,-22.73371095
21,60,-22.36625915
21,61,-22.01238503
21,62,-21.67143488
21,63,-21.34278914
21,64,-21.02586091
21,65,-20.72009457
26,0,175.7663574
26,1,203.9300775
26,2,238.7529608
26,3,268.6433083
26,4,233.4814991
26,5,28.0129221
26,6,-226.6529422
26,7,-317.7556482
26,8,-278.6212808
26,9,-232.1890782
26,10,-199.4581434
26,11,-173.0811261
26,12,-151.7357259
26,13,-134.2407013
26,14,-119.2992845
26,15,-106.8920001
26,16,-97.19240064
26,17,-89.79724207
26,18,-83.9428003
26,19,-78.93257977
26,20,-74.33827965
26,21,-69.9855258
26,22,-65.85610309
26,23,-61.99521194
26,24,-58.45333778
26,25,-55.26039962
26,26,-52.42043095
26,27,-49.91611729
26,28,-47.71634531
26,29,-45.78329891
26,30,-44.07781179
26,31,-42.56282533
26,32,-41.20527728
26,33,-39.97686578
26,34,-38.85409275
26,35,-37.81789711
26,36,-36.8530929
26,37,-35.94774904
26,38,-35.09259009
26,39,-34.2804587
26,40,-33.50585589
26,41,-32.76456093
26,42,-32.05332499
26,43,-31.36962921
26,44,-30.71149672
26,45,-30.07734891
26,46,-29.46589678
26,47,-28.87606004
26,48,-28.30690751
26,49,-27.75761387
26,50,-27.22742875
26,51,-26.71565493
26,52,-26.22163336
26,53,-25.74473307
26,54,-25.28434463
26,55,-24.83987608
26,56,-24.41075059
26,57,-23.99640529
26,58,-23.59629083
26,59,-23.20987139
26,60,-22.83662501
26,61,-22.47604391
26,62,-22.12763501
26,63,-21.79092022
26,64,-21.46543682
26,65,-21.15073764
31,0,151.2650619
31,1,173.0331688
31,2,201.1724675
31,3,234.4864717
31,4,259.3716067
31,5,213.4159885
31,6,15.55151091
31,7,-213.6748937
31,8,-310.7860836
31,9,-280.0412731
31,10,-230.6284564
31,11,-197.662986
31,12,-173.2591491
31,13,-151.7344953
31,14,-134.1396753
31,15,-120.2509451
31,16,-108.5545035
31,17,-98.35427138
31,18,-89.74133321
31,19,-82.8151372
31,20,-77.3641699
31,21,-72.97491466
31,22,-69.23141148
31,23,-65.8324206
31,24,-62.61318049
31,25,-59.51480706
31,26,-56.54055853
31,27,-53.71943053
31,28,-51.0829298
31,29,-48.65354321
31,30,-46.44116244
31,31,-44.44393536
31,32,-42.65102266
31,33,-41.04575097
31,34,-39.6084065
31,35,-38.31838737
31,36,-37.15569108
31,37,-36.10183221
31,38,-35.14032257
31,39,-34.25684197
31,40,-33.43920688
31,41,-32.67721867
31,42,-31.96244995
31,43,-31.28800808
31,44,-30.64830068
31,45,-30.03881751
31,46,-29.45593566
31,47,-28.89675106
31,48,-28.35893568
31,49,-27.84061886
31,50,-27.34029007
31,51,-26.85672013
31,52,-26.38889818
31,53,-25.9359817
31,54,-25.4972572
31,55,-25.07210961
31,56,-24.65999863
31,57,-24.26044063
31,58,-23.87299489
31,59,-23.49725331
31,60,-23.13283273
31,61,-22.77936932
31,62,-22.43651447
31,63,-22.10393198
31,64,-21.781296
31,65,-21.46828971
36,0,132.3519396
36,1,149.3372318
36,2,171.3099903
36,3,198.9546097
36,4,230.3644269
36,5,249.8022814
36,6,193.1714221
36,7,4.790838916
36,8,-200.7335615
36,9,-301.9401434
36,10,-281.5815128
36,11,-231.0427083
36,12,-194.7633509
36,13,-172.0771746
36,14,-153.0693202
36,15,-135.184448
36,16,-120.3097246
36,17,-108.7589941
36,18,-99.31422089
36,19,-91.01858242
36,20,-83.65979505
36,21,-77.36014247
36,22,-72.17725507
36,23,-67.98845729
36,24,-64.55457484
36,25,-61.6200302
36,26,-58.97911435
36,27,-56.49849461
36,28,-54.11061001
36,29,-51.79484978
36,30,-49.55773135
36,31,-47.41727713
36,32,-45.39281689
36,33,-43.49949257
36,34,-41.74611832
36,35,-40.13509837
36,36,-38.66340704
36,37,-37.32396776
36,38,-36.10704217
36,39,-35.00143369
36,40,-33.9954335
36,41,-33.07750625
36,42,-32.23674755
36,43,-31.46315763
36,44,-30.74777663
36,45,-30.08272132
36,46,-29.46115604
36,47,-28.87722288
36,48,-28.32594964
36,49,-27.80314845
36,50,-27.30531375
36,51,-26.82952503
36,52,-26.37335754
36,53,-25.93480236
36,54,-25.51219637
36,55,-25.10416188
36,56,-24.70955522
36,57,-24.32742344
36,58,-23.95696817
36,59,-23.59751583
36,60,-23.24849303
36,61,-22.90940657
36,62,-22.57982726
36,63,-22.2593768
36,64,-21.94771737
36,65,-21.64454324
41,0,117.410589
41,1,130.891807
41,2,148.1494178
41,3,170.0124332
41,4,196.8995704
41,5,226.1937512
41,6,239.7777448
41,7,172.8342983
41,8,-4.679385556
41,9,-188.0295452
41,10,-291.4934636
41,11,-282.425478
41,12,-233.2948345
41,13,-193.2034717
41,14,-168.7980821
41,15,-152.4737506
41,16,-137.0486324
41,17,-121.9635334
41,18,-109.194708
41,19,-99.28246968
41,20,-91.37535848
41,21,-84.53916309
41,22,-78.35763354
41,23,-72.81965626
41,24,-68.02557561
41,25,-64.00605106
41,26,-60.68413507
41,27,-57.91370376
41,28,-55.53258427
41,29,-53.4004589
41,30,-51.41574892
41,31,-49.51665326
41,32,-47.67372395
41,33,-45.87976022
41,34,-44.14040632
41,35,-42.46690141
41,36,-40.87123073
41,37,-39.36333822
41,38,-37.9498646
41,39,-36.63388885
41,40,-35.4152513
41,41,-34.29115575
41,42,-33.25685385
41,43,-32.3062968
41,44,-31.43269605
41,45,-30.62897209
41,46,-29.88809172
41,47,-29.20330582
41,48,-28.5683043
41,49,-27.97730568
41,50,-27.42509745
41,51,-26.907041
41,52,-26.41905225
41,53,-25.95756698
41,54,-25.51949715
41,55,-25.10218323
41,56,-24.70334579
41,57,-24.32103858
41,58,-23.9536046
41,59,-23.59963577
41,60,-23.25793676
41,61,-22.92749289
41,62,-22.60744206
41,63,-22.29705038
41,64,-21.99569127
41,65,-21.70282754
46,0,105.353869
46,1,116.24528
46,2,130.0103387
46,3,147.3138522
46,4,168.8751012
46,5,194.8581627
46,6,221.9432527
46,7,229.1590391
46,8,152.6115364
46,9,-13.17524573
46,10,-175.8799239
46,11,-279.6110376
46,12,-282.1885775
46,13,-236.3582536
46,14,-193.8752046
46,15,-165.9057927
46,16,-149.4028534
46,17,-136.9102613
46,18,-124.0068814
46,19,-111.1325374
46,20,-100.0621945
46,21,-91.3904409
46,22,-84.56680806
46,23,-78.79837823
46,24,-73.59458191
46,25,-68.81684872
46,26,-64.51140445
46,27,-60.74838367
46,28,-57.54243231
46,29,-54.84243378
46,30,-52.55494608
46,31,-50.57377581
46,32,-48.80218322
46,33,-47.16450712
46,34,-45.60907963
46,35,-44.1057452
46,36,-42.64093535
46,37,-41.21230737
46,38,-39.82404535
46,39,-38.48325954
46,40,-37.19752012
46,41,-35.97336241
46,42,-34.81553277
46,43,-33.7267477
46,44,-32.70777597
46,45,-31.75769912
46,46,-30.87424959
46,47,-30.05416124
46,48,-29.29349396
46,49,-28.58791298
46,50,-27.93291606
46,51,-27.32400919
46,52,-26.75683563
46,53,-26.22726527
46,54,-25.73145142
46,55,-25.26586212
46,56,-24.8272921
46,57,-24.41286057
46,58,-24.01999923
46,59,-23.64643386
46,60,-23.29016195
46,61,-22.94942858
46,62,-22.62270168
46,63,-22.30864789
46,64,-22.00610952
46,65,-21.71408311
51,0,95.44274831
51,1,104.3882216
51,2,115.5547955
51,3,129.4297358
51,4,146.628924
51,5,167.7770359
51,6,192.7836241
51,7,217.636798
51,8,217.7968457
51,9,132.7598187
51,10,-20.91658235
51,11,-164.580508
51,12,-266.5669829
51,13,-280.5582086
51,14,-239.5816329
51,15,-196.1021855
51,16,-164.9333811
51,17,-145.936569
51,18,-134.2972198
51,19,-124.1891255
51,20,-113.1673343
51,21,-102.0760044
51,22,-92.40933272
51,23,-84.73393383
51,24,-78.71492679
51,25,-73.72550115
51,26,-69.28605508
51,27,-65.18088647
51,28,-61.3852466
51,29,-57.95055013
51,30,-54.92267253
51,31,-52.30735585
51,32,-50.06917082
51,33,-48.14602544
51,34,-46.46632173
51,35,-44.96232636
51,36,-43.57797607
51,37,-42.27179176
51,38,-41.01643518
51,39,-39.79642979
51,40,-38.60520141
51,41,-37.44217201
51,42,-36.31028898
51,43,-35.21412914
51,44,-34.15857027
51,45,-33.14794971
51,46,-32.18560337
51,47,-31.27367943
51,48,-30.41313574
51,49,-29.60384878
51,50,-28.84478115
51,51,-28.13417056
51,52,-27.46971679
51,53,-26.84875231
51,54,-26.26838966
51,55,-25.725643
51,56,-25.21752427
51,57,-24.74111627
51,58,-24.29362541
51,59,-23.87241762
51,60,-23.47504051
51,61,-23.0992346
51,62,-22.74293643
51,63,-22.40427539
51,64,-22.08156636
51,65,-21.77329934
56,0,87.16399875
56,1,94.62107799
56,2,103.8259503
56,3,115.126617
56,4,128.988664
56,5,145.9918073
56,6,166.6715052
56,7,190.6821041
56,8,213.2722333
56,9,205.5812334
56,10,113.532046
56,11,-28.04269424
56,12,-154.3316365
56,13,-252.7671476
56,14,-277.2637628
56,15,-242.6069214
56,16,-199.1095694
56,17,-165.778784
56,18,-143.7955297
56,19,-130.793038
56,20,-122.0868869
56,21,-113.5575531
56,22,-104.0073407
56,23,-94.37748005
56,24,-85.88808266
56,25,-79.04471334
56,26,-73.65712864
56,27,-69.2491882
56,28,-65.39401696
56,29,-61.84558768
56,30,-58.5235519
56,31,-55.44230016
56,32,-52.64395788
56,33,-50.15762904
56,34,-47.98435466
56,35,-46.09876793
56,36,-44.45823896
56,37,-43.01319552
56,38,-41.71539865
56,39,-40.52317034
56,40,-39.4038042
56,41,-38.33389014
56,42,-37.29835136
56,43,-36.28885525
56,44,-35.30206424
56,45,-34.3380098
56,46,-33.39873139
56,47,-32.48722606
56,48,-31.606697
56,49,-30.76005944
56,50,-29.94965166
56,51,-29.17709934
56,52,-28.44328713
56,53,-27.74840014
56,54,-27.09200644
56,55,-26.47315947
56,56,-25.8905059
56,57,-25.3423894
56,58,-24.82694476
56,59,-24.34217953
56,60,-23.88604224
56,61,-23.4564774
56,62,-23.05146836
56,63,-22.66906946
56,64,-22.30742884
56,65,-21.96480368
61,0,80.15278533
61,1,86.45192512
61,2,94.15053197
61,3,103.4953964
61,4,114.8267099
61,5,128.5979069
61,6,145.3588124
61,7,165.5428356
61,8,188.6025848
61,9,208.7604237
61,10,192.4951434
61,11,95.14310039
61,12,-34.63382167
61,13,-145.2246742
61,14,-238.6683627
61,15,-272.1856974
61,16,-245.0974783
61,17,-202.4849206
61,18,-167.7627822
61,19,-143.3793103
61,20,-128.0085282
61,21,-118.8448373
61,22,-111.9269052
61,23,-104.5217237
61,24,-96.16251411
61,25,-87.74550585
61,26,-80.25299702
61,27,-74.12100862
61,28,-69.25260536
61,29,-65.29462813
61,30,-61.88681281
61,31,-58.78432197
61,32,-55.87330424
61,33,-53.13296025
61,34,-50.58707144
61,35,-48.2668061
61,36,-46.19032701
61,37,-44.35633798
61,38,-42.74620123
61,39,-41.32981514
61,40,-40.0720253
61,41,-38.93788245
61,42,-37.89616905
61,43,-36.92126066
61,44,-35.99368021
61,45,-35.09977219
61,46,-34.2308782
61,47,-33.38230464
61,48,-32.55227831
61,49,-31.74100565
61,50,-30.9498907
61,51,-30.18092717
61,52,-29.43625489
61,53,-28.71785878
61,54,-28.02738317
61,55,-27.36603493
61,56,-26.7345509
61,57,-26.13320972
61,58,-25.56187153
61,59,-25.02003365
61,60,-24.50689304
61,61,-24.02140949
61,62,-23.56236549
61,63,-23.12842035
61,64,-22.71815742
61,65,-22.33012396
66,0,74.14385682
66,1,79.52801002
66,2,86.05060968
66,3,93.88636551
66,4,103.2820659
66,5,114.5772383
66,6,128.2150226
66,7,144.7185197
66,8,164.3835655
66,9,186.6241357
66,10,203.9199725
66,11,178.6300079
66,12,77.75496465
66,13,-40.73139295
66,14,-137.2599691
66,15,-224.6949034
66,16,-265.4017627
66,17,-246.6906489
66,18,-206.0176379
66,19,-170.3535946
66,20,-144.2940355
66,21,-126.639836
66,22,-115.8325105
66,23,-109.0783673
66,24,-103.2902316
66,25,-96.74211626
66,26,-89.37002821
66,27,-81.96946984
66,28,-75.32691974
66,29,-69.81163577
66,30,-65.38508977
66,31,-61.78930754
66,32,-58.72982282
66,33,-55.98049881
66,34,-53.41280627
66,35,-50.97987953
66,36,-48.68455807
66,37,-46.5495016
66,38,-44.59678766
66,39,-42.83760953
66,40,-41.26962324
66,41,-39.8788401
66,42,-38.64348023
66,43,-37.53807044
66,44,-36.53686738
66,45,-35.61626398
66,46,-34.75618662
66,47,-33.94066196
66,48,-33.1577872
66,49,-32.3993258
66,50,-31.66010962
66,51,-30.93737899
66,52,-30.23014676
66,53,-29.53863585
66,54,-28.86381289
66,55,-28.20702246
66,56,-27.56971559
66,57,-26.95326022
66,58,-26.35881913
66,59,-25.78728095
66,60,-25.23923087
66,61,-24.71494975
66,62,-24.21443239
66,63,-23.73741758
66,64,-23.28342443
66,65,-22.851791
71,0,68.94031415
71,1,73.59122389
71,2,79.1812905
71,3,85.83398192
71,4,93.72877404
71,5,103.1177337
71,6,114.3385231
71,7,127.8261335
71,8,144.0683076
71,9,163.203838
71,10,184.8070844
71,11,198.5295101
71,12,164.1646392
71,13,61.47573752
71,14,-46.35441748
71,15,-130.3744028
71,16,-211.1890997
71,17,-257.1529158
71,18,-247.0729082
71,19,-209.505087
71,20,-173.2917324
71,21,-146.0116175
71,22,-126.6097093
71,23,-113.8529192
71,24,-106.1138516
71,25,-100.865778
71,26,-95.83282312
71,27,-89.97495433
71,28,-83.4345334
71,29,-76.8927417
71,30,-70.97885322
71,31,-66.00262524
71,32,-61.96097545
71,33,-58.66747292
71,34,-55.88617275
71,35,-53.41740846
71,36,-51.13113537
71,37,-48.96439817
71,38,-46.90209885
71,39,-44.95488266
71,40,-43.14134998
71,41,-41.47682511
71,42,-39.96810234
71,43,-38.61247472
71,44,-37.39925139
71,45,-36.3123334
71,46,-35.33290094
71,47,-34.44169254
71,48,-33.62066927
71,49,-32.85405218
71,50,-32.12882437
71,51,-31.43482782
71,52,-30.76458645
71,53,-30.11296824
71,54,-29.47677368
71,55,-28.85431211
71,56,-28.24500554
71,57,-27.649042
71,58,-27.06708794
71,59,-26.50006065
71,60,-25.94895663
71,61,-25.41472877
71,62,-24.89820434
71,63,-24.40003568
71,64,-23.92067592
71,65,-23.46037333
76,0,64.39321305
76,1,68.44904402
76,2,73.28909224
76,3,79.00022634
76,4,85.71379471
76,5,93.61765418
76,6,102.9664849
76,7,114.0940804
76,8,127.4337049
76,9,143.3942527
76,10,162.0591551
76,11,183.1326707
76,12,192.3966763
76,13,149.3277566
76,14,46.36601269
76,15,-51.51115667
76,16,-124.4673644
76,17,-198.3954295
76,18,-247.774498
76,19,-246.0502999
76,20,-212.6931822
76,21,-176.4615394
76,22,-148.1733469
76,23,-127.52458
76,24,-113.0723575
76,25,-103.8192682
76,26,-98.1066148
76,27,-93.81047466
76,28,-89.31843716
76,29,-84.03866881
76,30,-78.20708699
76,31,-72.39588761
76,32,-67.10964705
76,33,-62.60707059
76,34,-58.90572012
76,35,-55.87203808
76,36,-53.31932641
76,37,-51.07626886
76,38,-49.01935397
76,39,-47.0778312
76,40,-45.22348846
76,41,-43.4553178
76,42,-41.78523459
76,43,-40.22758356
76,44,-38.79289656
76,45,-37.48519968
76,46,-36.30177389
76,47,-35.2343195
76,48,-34.27071017
76,49,-33.39679607
76,50,-32.59795308
76,51,-31.86024963
76,52,-31.17121576
76,53,-30.5202611
76,54,-29.89881614
76,55,-29.30027539
76,56,-28.71981363
76,57,-28.15413273
76,58,-27.60118245
76,59,-27.05988516
76,60,-26.52988315
76,61,-26.01131888
76,62,-25.50465226
76,63,-25.0105148
76,64,-24.52959795
76,65,-24.06257149
81,0,60.38794984
81,1,63.955295
81,2,68.18433272
81,3,73.13561746
81,4,78.90603665
81,5,85.63687024
81,6,93.52103013
81,7,102.8118066
81,8,113.8410899
81,9,127.0441778
81,10,142.6729302
81,11,161.0497378
81,12,181.4812239
81,13,185.4051625
81,14,134.3618284
81,15,32.44780619
81,16,-56.20672677
81,17,-119.4209919
81,18,-186.4661137
81,19,-237.6299526
81,20,-243.5712031
81,21,-215.3078284
81,22,-179.7622306
81,23,-150.6098084
81,24,-129.0037863
81,25,-113.2800573
81,26,-102.5062827
81,27,-95.71811443
81,28,-91.33087296
81,29,-87.65318399
81,30,-83.57683922
81,31,-78.79396521
81,32,-73.57169335
81,33,-68.38587147
81,34,-63.64262934
81,35,-59.55776208
81,36,-56.16008104
81,37,-53.35471658
81,38,-50.99510535
81,39,-48.93698482
81,40,-47.06763696
81,41,-45.31453451
81,42,-43.64111369
81,43,-42.03679122
81,44,-40.50615051
81,45,-39.05995441
81,46,-37.70893769
81,47,-36.4602987
81,48,-35.3163237
81,49,-34.2744504
81,50,-33.32814567
81,51,-32.46812104
81,52,-31.68356799
81,53,-30.96323105
81,54,-30.2962374
81,55,-29.67266835
81,56,-29.08389726
81,57,-28.52273658
81,58,-27.98344216
81,59,-27.46161974
81,60,-26.9540721
81,61,-26.45861682
81,62,-25.97389674
81,63,-25.49919811
81,64,-25.03428584
81,65,-24.57926054
86,0,56.83498006
86,1,59.99717865
86,2,63.72264974
86,3,68.05290642
86,4,73.06003118
86,5,78.8515395
86,6,85.57495627
86,7,93.4236184
86,8,102.6476938
86,9,113.5866007
86,10,126.6489005
86,11,141.905811
86,12,160.2724301
86,13,179.6618724
86,14,177.5286444
86,15,119.4965607
86,16,19.71340197
86,17,-60.44758886
86,18,-115.1141919
86,19,-175.4769174
86,20,-227.0631514
86,21,-239.709323
86,22,-217.1082513
86,23,-183.0525452
86,24,-153.2546212
86,25,-130.8032718
86,26,-114.1573124
86,27,-102.1293222
86,28,-94.07546971
86,29,-88.99584287
86,30,-85.47483387
86,31,-82.21699833
86,32,-78.48015115
86,33,-74.13145887
86,34,-69.43641149
86,35,-64.78889747
86,36,-60.51736327
86,37,-56.80193757
86,38,-53.67680893
86,39,-51.0752453
86,40,-48.88276369
86,41,-46.97938156
86,42,-45.26491473
86,43,-43.66901516
86,44,-42.15071521
86,45,-40.69241014
86,46,-39.29205389
86,47,-37.95589663
86,48,-36.69286934
86,49,-35.51088269
86,50,-34.41483492
86,51,-33.40592126
86,52,-32.48180714
86,53,-31.63728603
86,54,-30.8651356
86,55,-30.15698008
86,56,-29.50404667
86,57,-28.89776314
86,58,-28.33018492
86,59,-27.79426416
86,60,-27.28398593
86,61,-26.79440128
86,62,-26.32158602
86,63,-25.86255089
86,64,-25.41512381
86,65,-24.9778204
91,0,53.66336331
91,1,56.48636356
91,2,59.79244612
91,3,63.6092728
91,4,67.99095052
91,5,73.02042615
91,6,78.81185767
91,7,85.51446431
91,8,93.3188546
91,9,102.4742202
91,10,113.3433375
91,11,126.213224
91,12,141.1534704
91,13,159.7608267
91,14,177.4668579
91,15,168.820248
91,16,104.9331804
91,17,8.133027938
91,18,-64.24372453
91,19,-111.431428
91,20,-165.4456754
91,21,-216.3711678
91,22,-234.6275952
91,23,-217.924901
91,24,-186.1539225
91,25,-156.0618106
91,26,-132.8077251
91,27,-115.4351225
91,28,-102.4723824
91,29,-93.25344415
91,30,-87.18908327
91,31,-83.28118241
91,32,-80.33154085
91,33,-77.37561117
91,34,-73.92903812
91,35,-69.96366237
91,36,-65.72728897
91,37,-61.54552727
91,38,-57.68539998
91,39,-54.29755666
91,40,-51.41796231
91,41,-49.00026901
91,42,-46.95533303
91,43,-45.18418182
91,44,-43.59936154
91,45,-42.13505482
91,46,-40.74884995
91,47,-39.41852797
91,48,-38.13668515
91,49,-36.90511556
91,50,-35.73002888
91,51,-34.61853537
91,52,-33.57641754
91,53,-32.60699
91,54,-31.71076749
91,55,-30.88566284
91,56,-30.12748018
91,57,-29.43052731
91,58,-28.78822822
91,59,-28.19366468
91,60,-27.64001237
91,61,-27.12086216
91,62,-26.63043289
91,63,-26.16369076
91,64,-25.71639371
91,65,-25.2850799
96,0,50.81618971
96,1,53.35275007
96,2,56.30621481
96,3,59.69413424
96,4,63.55749319
96,5,67.96125777
96,6,72.99495758
96,7,78.77517838
96,8,85.4491601
96,9,93.20426266
96,10,102.2985658
96,11,113.1134258
96,12,125.6990227
96,13,140.5273508
96,14,159.4576276
96,15,174.7189521
96,16,159.3908389
96,17,90.83737048
96,18,-2.338865267
96,19,-67.60926444
96,20,-108.2675706
96,21,-156.3495398
96,22,-205.7932273
96,23,-228.539435
96,24,-217.6732112
96,25,-188.8787576
96,26,-158.9621199
96,27,-134.9755503
96,28,-116.944509
96,29,-103.2943293
96,30,-93.14073154
96,31,-86.05929521
96,32,-81.43283956
96,33,-78.32434542
96,34,-75.75938752
96,35,-73.03488465
96,36,-69.84431072
