freq (Hz),v (m/s),Thrust force (N)
96,37,-66.21957411
96,38,-62.38410109
96,39,-58.60725775
96,40,-55.10732636
96,41,-52.01064537
96,42,-49.35280893
96,43,-47.10219265
96,44,-45.18952339
96,45,-43.53359616
96,46,-42.05901583
96,47,-40.70570325
96,48,-39.431859
96,49,-38.21265572
96,50,-37.03672373
96,51,-35.9019637
96,52,-34.81164638
96,53,-33.77128234
96,54,-32.78640829
96,55,-31.86123188
96,56,-30.99797671
96,57,-30.19673785
96,58,-29.45566929
96,59,-28.77135514
96,60,-28.139254
96,61,-27.5541408
96,62,-27.01050037
96,63,-26.50284962
96,64,-26.02598094
96,65,-25.57513022
101,0,48.24728377
101,1,50.54003069
101,2,53.19444206
101,3,56.22067579
101,4,59.65006592
101,5,63.53432667
101,6,67.94472755
101,7,72.97346324
101,8,78.73604569
101,9,85.37620308
101,10,93.07947206
101,11,102.1369547
101,12,112.8679276
101,13,125.1095407
101,14,140.1405305
101,15,159.2295713
101,16,171.2974636
101,17,149.385935
101,18,77.33800954
101,19,-11.75861691
101,20,-70.56229704
101,21,-105.5300654
101,22,-148.1392782
101,23,-195.5103029
101,24,-221.6761421
101,25,-216.3483184
101,26,-191.0598115
101,27,-161.8543356
101,28,-137.286557
101,29,-118.6040561
101,30,-104.4047674
101,31,-93.5538094
101,32,-85.58142762
101,33,-80.11533572
101,34,-76.51783433
101,35,-73.95528071
101,36,-71.65793546
101,37,-69.12198527
101,38,-66.16158393
101,39,-62.84088665
101,40,-59.35728019
101,41,-55.93406315
101,42,-52.75066858
101,43,-49.9133868
101,44,-47.45621724
101,45,-45.35814007
101,46,-43.56539887
101,47,-42.0115919
101,48,-40.63228105
101,49,-39.37356785
101,50,-38.19559127
101,51,-37.072462
101,52,-35.99012681
101,53,-34.94335592
101,54,-33.93266811
101,55,-32.96166446
101,56,-32.03497727
101,57,-31.15686461
101,58,-30.33037872
101,59,-29.55699026
101,60,-28.83654083
101,61,-28.1674073
101,62,-27.54678287
101,63,-26.97100376
101,64,-26.43587261
101,65,-25.93694839
106,0,45.91879104
106,1,48.00247704
106,2,50.4012511
106,3,53.11987139
106,4,56.18252045
106,5,59.63106761
106,6,63.52318026
106,7,67.93267599
106,8,72.95144973
106,9,78.69157844
106,10,85.29389085
106,11,92.9496564
106,12,102.0026589
106,13,112.5526521
106,14,124.5136317
106,15,140.0546883
106,16,158.9062815
106,17,167.1439625
106,18,138.9661791
106,19,64.52931575
106,20,-20.18943467
106,21,-73.12418647
106,22,-103.1393856
106,23,-140.7502826
106,24,-185.650676
106,25,-214.2634258
106,26,-214.0092068
106,27,-192.5700173
106,28,-164.6163636
106,29,-139.7101716
106,30,-120.385153
106,31,-105.6843351
106,32,-94.31421974
106,33,-85.63689656
106,34,-79.36548885
106,35,-75.10860571
106,36,-72.24266982
106,37,-70.05595548
106,38,-67.95319352
106,39,-65.57881872
106,40,-62.82772027
106,41,-59.77924501
106,42,-56.60565245
106,43,-53.49259054
106,44,-50.58837204
106,45,-47.98273231
106,46,-45.70743327
106,47,-43.74906696
106,48,-42.06596644
106,49,-40.60394391
106,50,-39.30825484
106,51,-38.13114198
106,52,-37.03546002
106,53,-35.99537987
106,54,-34.99524211
106,55,-34.02747193
106,56,-33.09022511
106,57,-32.18519142
106,58,-31.31578122
106,59,-30.48577527
106,60,-29.69842471
106,61,-28.95593689
106,62,-28.25926201
106,63,-27.60809424
106,64,-27.00101049
106,65,-26.43568468
111,0,43.79938557
111,1,45.70257903
111,2,47.88124072
111,3,50.33619845
111,4,53.08629443
111,5,56.16601844
111,6,59.62285246
111,7,63.51670867
111,8,67.92150699
111,9,72.92640154
111,10,78.64012367
111,11,85.2002601
111,12,92.83206703
111,13,101.8806671
111,14,112.1274682
111,15,124.026568
111,16,140.2545674
111,17,158.319758
111,18,162.255279
111,19,128.2928579
111,20,52.47471078
111,21,-27.69833786
111,22,-75.31871808
111,23,-101.0284315
111,24,-134.1105791
111,25,-176.2981466
111,26,-206.506712
111,27,-210.7593584
111,28,-193.3308334
111,29,-167.1226247
111,30,-142.1939727
111,31,-122.2787859
111,32,-107.0737812
111,33,-95.2857888
111,34,-86.0798441
111,35,-79.12326346
111,36,-74.17278697
111,37,-70.81316752
111,38,-68.46615552
111,39,-66.54233737
111,40,-64.58862755
111,41,-62.35793148
111,42,-59.79835591
111,43,-56.9942117
111,44,-54.09473785
111,45,-51.2548092
111,46,-48.59767795
111,47,-46.19937802
111,48,-44.089152
111,49,-42.25903033
111,50,-40.67675609
111,51,-39.29815537
111,52,-38.07690785
111,53,-36.97107499
111,54,-35.94661343
111,55,-34.97852286
111,56,-34.05038819
111,57,-33.15300542
111,58,-32.28262914
111,59,-31.43921138
111,60,-30.62485196
111,61,-29.84256461
111,62,-29.09538244
111,63,-28.38577671
111,64,-27.7153373
111,65,-27.08465435
116,0,41.86292044
116,1,43.60928585
116,2,45.59715702
116,3,47.82452003
116,4,50.30619681
116,5,53.07108987
116,6,56.15900752
116,7,59.61931728
116,8,63.51206689
116,9,67.90936829
116,10,72.8963517
116,11,78.57992943
116,12,85.09750134
116,13,92.74895301
116,14,101.7187249
116,15,111.60655
116,16,123.7636499
116,17,140.655158
116,18,157.3312743
116,19,156.6711297
116,20,117.5181753
116,21,41.21134764
116,22,-34.35381977
116,23,-77.17119106
116,24,-99.14142202
116,25,-128.1463701
116,26,-167.5008251
116,27,-198.5835071
116,28,-206.7283904
116,29,-193.3114731
116,30,-169.2597112
116,31,-144.665807
116,32,-124.2732676
116,33,-108.5518653
116,34,-96.38249886
116,35,-86.77862809
116,36,-79.28301406
116,37,-73.69669997
116,38,-69.76439665
116,39,-67.06624283
116,40,-65.08816171
116,41,-63.35281922
116,42,-61.51960938
116,43,-59.41985318
116,44,-57.0361123
116,45,-54.45172367
116,46,-51.79545195
116,47,-49.19698251
116,48,-46.75927803
116,49,-44.54700024
116,50,-42.58681033
116,51,-40.87459856
116,52,-39.38543117
116,53,-38.08331175
116,54,-36.92915209
116,55,-35.88636089
116,56,-34.92411663
116,57,-34.0187395
116,58,-33.1536978
116,59,-32.31876513
116,60,-31.50875401
116,61,-30.72213689
116,62,-29.95975677
116,63,-29.22373891
116,64,-28.51664836
116,65,-27.84089303
121,0,40.08739941
121,1,41.69667818
121,2,43.51815547
121,3,45.54778436
121,4,47.79733344
121,5,50.29142683
121,6,53.06404925
121,7,56.15655975
121,8,59.61825442
121,9,63.50803632
121,10,67.89437063
121,11,72.860077
121,12,78.50720367
121,13,85.00195971
121,14,92.70120915
121,15,101.4541372
121,16,111.0665554
121,17,123.7973151
121,18,141.1286081
121,19,155.8433473
121,20,150.4611481
121,21,106.7793452
121,22,30.75468876
121,23,-40.22404478
121,24,-78.70762324
121,25,-97.43254536
121,26,-122.7856729
121,27,-159.2793638
121,28,-190.640806
121,29,-202.0568809
121,30,-192.5224502
121,31,-170.9369468
121,32,-147.0423946
121,33,-126.3436882
121,34,-110.1140515
121,35,-97.56014819
121,36,-87.63448492
121,37,-79.7317678
121,38,-73.61367251
121,39,-69.11600577
121,40,-65.96259067
121,41,-63.75032462
121,42,-62.03647795
121,43,-60.44081366
121,44,-58.70992831
121,45,-56.73130124
121,46,-54.50926112
121,47,-52.12290179
121,48,-49.68310053
121,49,-47.29887349
121,50,-45.056668
121,51,-43.0116764
121,52,-41.18804573
121,53,-39.5843796
121,54,-38.1814451
121,55,-36.94990791
121,56,-35.85683654
121,57,-34.87045274
121,58,-33.96310394
121,59,-33.11271543
121,60,-32.30309724
121,61,-31.52348946
121,62,-30.76767879
121,63,-30.03294305
121,64,-29.31900178
121,65,-28.62708193
126,0,38.45418413
126,1,39.94295382
126,2,41.61848699
126,3,43.47530487
126,4,45.52283391
126,5,47.78237989
126,6,50.2834691
126,7,53.06136728
126,8,56.1570453
126,9,59.618909
126,10,63.50329198
126,11,67.874644
126,12,72.81573601
126,13,78.42076728
126,14,84.94192685
126,15,92.64874185
126,16,101.0568627
126,17,110.6204059
126,18,124.1367609
126,19,141.5348448
126,20,153.8004053
126,21,143.7136099
126,22,96.19550317
126,23,21.10280167
126,24,-45.37551602
126,25,-79.95407696
126,26,-95.86455285
126,27,-117.9605494
126,28,-151.6340983
126,29,-182.7957645
126,30,-196.8850449
126,31,-191.0064878
126,32,-172.0914428
126,33,-149.2393073
126,34,-128.4501772
126,35,-111.7571388
126,36,-98.80210493
126,37,-88.58423774
126,38,-80.37190688
126,39,-73.83581881
126,40,-68.83451056
126,41,-65.19672587
126,42,-62.63551532
126,43,-60.78004225
126,44,-59.25792474
126,45,-57.77000594
126,46,-56.12954616
126,47,-54.26391724
126,48,-52.190701
126,49,-49.98311891
126,50,-47.73659155
126,51,-45.54312303
126,52,-43.47564601
126,53,-41.58144052
126,54,-39.88227884
126,55,-38.37864549
126,56,-37.05574783
126,57,-35.88967258
126,58,-34.8526991
126,59,-33.91731907
126,60,-33.05889028
126,61,-32.25707852
126,62,-31.49634777
126,63,-30.76578243
126,64,-30.0584995
126,65,-29.3708594
131,0,36.94737659
131,1,38.32964422
131,2,39.87649284
131,3,41.58145831
131,4,43.45214944
131,5,45.50726072
131,6,47.772869
131,7,50.27959168
131,8,53.06197267
131,9,56.16003258
131,10,59.62055813
131,11,63.4957018
131,12,67.84940488
131,13,72.75779175
131,14,78.33469687
131,15,84.93279466
131,16,92.52353204
131,17,100.5553467
131,18,110.3772611
131,19,124.7313685
131,20,141.7455371
131,21,151.1831716
131,22,136.5265306
131,23,85.86659247
131,24,12.2402116
131,25,-49.87212053
131,26,-80.93612226
131,27,-94.40744056
131,28,-113.6083427
131,29,-144.5509402
131,30,-175.1382612
131,31,-191.3450476
131,32,-188.828962
131,33,-172.6886673
131,34,-151.1794466
131,35,-130.5413368
131,36,-113.4706917
131,37,-100.1054373
131,38,-89.59423001
131,39,-81.13071232
131,40,-74.2763395
131,41,-68.85787748
131,42,-64.76105029
131,43,-61.79809574
131,44,-59.68535826
131,45,-58.09270993
131,46,-56.71239294
131,47,-55.31128795
131,48,-53.75311045
131,49,-51.99334313
131,50,-50.05715694
131,51,-48.01126184
131,52,-45.93781074
131,53,-43.91475753
131,54,-42.00391814
131,55,-40.24593766
131,56,-38.66038892
131,57,-37.2490336
131,58,-36.00053951
131,59,-34.89540275
131,60,-33.91029575
131,61,-33.02145931
131,62,-32.20704417
131,63,-31.44848822
131,64,-30.73110808
131,65,-30.04411355
136,0,35.55333326
136,1,36.84100289
136,2,38.27382743
136,3,39.84468783
136,4,41.55976285
136,5,43.43565815
136,6,45.49574813
136,7,47.76708996
136,8,50.27928517
136,9,53.06568409
136,10,56.16519491
136,11,59.62158141
136,12,63.48341201
136,13,67.81692155
136,14,72.68161434
136,15,78.28052901
136,16,84.95084212
136,17,92.26779005
136,18,100.030809
136,19,110.4100769
136,20,125.4889808
136,21,141.6578876
136,22,148.000795
136,23,129.0010127
136,24,75.87358216
136,25,4.141249529
136,26,-53.77447137
136,27,-81.67844414
136,28,-93.03721683
136,29,-109.6722033
136,30,-138.0060513
136,31,-167.7343694
136,32,-185.5563494
136,33,-186.0691801
136,34,-172.7199656
136,35,-152.7988672
136,36,-132.5598231
136,37,-115.2340557
136,38,-101.470335
136,39,-90.65098796
136,40,-81.96095861
136,41,-74.86218128
136,42,-69.1151385
136,43,-64.6168574
136,44,-61.24926462
136,45,-58.81297692
136,46,-57.03933027
136,47,-55.6416329
136,48,-54.36885957
136,49,-53.04075375
136,50,-51.55893704
136,51,-49.89852276
136,52,-48.08854362
136,53,-46.18914086
136,54,-44.27112232
136,55,-42.40079507
136,56,-40.63078454
136,57,-38.99615183
136,58,-37.5144593
136,59,-36.18830866
136,60,-35.00906586
136,61,-33.96081418
136,62,-33.02392021
136,63,-32.17789216
136,64,-31.40342908
136,65,-30.68370337
141,0,34.26027926
141,1,35.46352352
141,2,36.79485119
141,3,38.24673153
141,4,39.82419987
141,5,41.54216025
141,6,43.42183844
141,7,45.48754879
141,8,47.76510745
141,9,50.28259746
141,10,53.07238304
141,11,56.17159378
141,12,59.61938697
141,13,63.46636368
141,14,67.77006229
141,15,72.598151
141,16,78.28531091
141,17,84.93413686
141,18,91.86820295
141,19,99.58932717
141,20,110.7407169
141,21,126.2985792
141,22,141.1993073
141,23,144.283145
141,24,121.2364456
141,25,66.27954097
141,26,-3.227110188
141,27,-57.1394675
141,28,-82.20451021
141,29,-91.73488675
141,30,-106.1012127
141,31,-131.9694545
141,32,-160.6301057
141,33,-179.6233747
141,34,-182.813123
141,35,-172.1983799
141,36,-154.0498631
141,37,-134.4480571
141,38,-117.0171098
141,39,-102.8935246
141,40,-91.75204506
141,41,-82.83657366
141,42,-75.53899056
141,43,-69.53957043
141,44,-64.71040308
141,45,-60.96965016
141,46,-58.18681373
141,47,-56.15991948
141,48,-54.64291116
141,49,-53.39141844
141,50,-52.20272158
141,51,-50.93836684
141,52,-49.52828965
141,53,-47.9611588
141,54,-46.26745244
141,55,-44.50101313
141,56,-42.72296623
141,57,-40.9899275
141,58,-39.34688708
141,59,-37.8241895
141,60,-36.43757581
141,61,-35.19017235
141,62,-34.07544934
141,63,-33.08041004
141,64,-32.18852263
141,65,-31.38212768
146,0,33.05799942
146,1,34.18555686
146,2,35.42615176
146,3,36.77201932
146,4,38.2272634
146,5,39.80537393
146,6,41.52583909
146,7,43.41084298
146,8,45.48331297
146,9,47.76721081
146,10,50.28951377
146,11,53.08157249
146,12,56.1770576
146,13,59.61236362
146,14,63.443136
146,15,67.70082811
146,16,72.53988076
146,17,78.34212891
146,18,84.81213614
146,19,91.36602963
146,20,99.32966638
146,21,111.3416892
146,22,127.0500141
146,23,140.325922
146,24,140.0743364
146,25,113.3271447
146,26,57.13122638
146,27,-9.902863121
146,28,-60.02017923
146,29,-82.5364172
146,30,-90.48551669
146,31,-102.8501705
146,32,-126.4077397
146,33,-153.8550644
146,34,-173.6348383
146,35,-179.1478299
146,36,-171.1538111
146,37,-154.9017638
146,38,-136.1529609
146,39,-118.7830284
146,40,-104.3652035
146,41,-92.89863054
146,42,-83.74641064
146,43,-76.27089034
146,44,-70.07590682
146,45,-64.98508511
146,46,-60.9218198
146,47,-57.80253328
146,48,-55.48627699
146,49,-53.77693049
146,50,-52.45487071
146,51,-51.31471254
146,52,-50.19400236
146,53,-48.98705532
146,54,-47.64485163
146,55,-46.16528082
146,56,-44.57873411
146,57,-42.93319521
146,58,-41.28153093
146,59,-39.67226165
146,60,-38.14400437
146,61,-36.72310535
146,62,-35.42366584
146,63,-34.24911039
146,64,-33.1945502
146,65,-32.24936734
151,0,31.93758884
151,1,32.99700347
151,2,34.1561631
151,3,35.40719709
151,4,36.75343452
151,5,38.2071649
151,6,39.78644418
151,7,41.51178386
151,8,43.40391282
151,9,45.48360286
151,10,47.77344547
151,11,50.29972821
151,12,53.09190278
151,13,56.178586
151,14,59.60151027
151,15,63.40512623
151,16,67.61657513
151,17,72.54234592
151,18,78.40146051
151,19,84.54156012
151,20,90.84304775
151,21,99.31995071
151,22,112.1484002
151,23,127.6473968
151,24,139.017944
151,25,135.4276971
151,26,105.3600896
151,27,48.4609449
151,28,-15.92719679
151,29,-62.46560438
151,30,-82.69476829
151,31,-89.27747166
151,32,-99.87923922
151,33,-121.2860426
151,34,-147.4257262
151,35,-167.6641776
151,36,-175.1573416
151,37,-169.6282312
151,38,-155.340072
151,39,-137.6292886
151,40,-120.4917492
151,41,-105.868557
151,42,-94.09074066
151,43,-84.68807653
151,44,-77.03738371
151,45,-70.68292953
151,46,-65.38936396
151,47,-61.06074242
151,48,-57.63689423
151,49,-55.02513
151,50,-53.07973758
151,51,-51.61664904
151,52,-50.44364279
151,53,-49.38993481
151,54,-48.32613496
151,55,-47.17208239
151,56,-45.89432613
151,57,-44.49689565
151,58,-43.00915595
151,59,-41.47374576
151,60,-39.9364855
151,61,-38.4391072
151,62,-37.01488394
151,63,-35.68676072
151,64,-34.46736855
151,65,-33.36026894
156,0,30.89125004
156,1,31.88906559
156,2,32.97485999
156,3,34.140748
156,4,35.38939964
156,5,36.73206292
156,6,38.18558836
156,7,39.76915572
156,8,41.50182283
156,9,43.40192224
156,10,45.4885193
156,11,47.78355797
156,12,50.31245213
156,13,53.10059718
156,14,56.17515327
156,15,59.58583086
156,16,63.34113894
156,17,67.54899515
156,18,72.61382687
156,19,78.39129032
156,20,84.12675676
156,21,90.39578578
156,22,99.58747097
156,23,113.0753654
156,24,128.0157945
156,25,137.274174
156,26,130.4019927
156,27,97.41350744
156,28,40.28851563
156,29,-21.34275854
156,30,-64.52081115
156,31,-82.69863363
156,32,-88.10177263
156,33,-97.15350041
156,34,-116.5694488
156,35,-141.3483473
156,36,-161.7706601
156,37,-170.9199877
156,38,-167.6713677
156,39,-155.3645604
156,40,-138.8415378
156,41,-122.1033033
156,42,-107.3808885
156,43,-95.32443247
156,44,-85.66283864
156,45,-77.82912681
156,46,-71.33297742
156,47,-65.88094988
156,48,-61.34143485
156,49,-57.6562914
156,50,-54.76485994
156,51,-52.56574936
156,52,-50.91443273
156,53,-49.64266511
156,54,-48.58470703
156,55,-47.59970508
156,56,-46.58512646
156,57,-45.4805964
156,58,-44.2641245
156,59,-42.94370035
156,60,-41.54711868
156,61,-40.11220417
156,62,-38.67875917
156,63,-37.28280146
156,64,-35.95310374
156,65,-34.70970752
161,0,29.91212671
161,1,30.85404511
161,2,31.87351111
161,3,32.96268862
161,4,34.1236741
161,5,35.36679209
161,6,36.70785594
161,7,38.16496678
161,8,39.75591111
161,9,41.49718083
161,10,43.40505015
161,11,45.49779603
161,12,47.79698246
161,13,50.32590157
161,14,53.10441029
161,15,56.16909689
161,16,59.5553276
161,17,63.25477537
161,18,67.53919986
161,19,72.71985526
161,20,78.25027615
161,21,83.61796126
161,22,90.11102513
161,23,100.1197511
161,24,114.0315507
161,25,128.1025696
161,26,135.106952
161,27,125.0586034
161,28,89.55611245
161,29,32.62318826
161,30,-26.19260873
161,31,-66.22702546
161,32,-82.5655498
161,33,-86.95156733
161,34,-94.64247159
161,35,-112.2239583
161,36,-135.6214049
161,37,-156.0008543
161,38,-166.5067588
161,39,-165.337065
161,40,-154.9868346
161,41,-139.7646475
161,42,-123.580554
161,43,-108.8755515
161,44,-96.59087038
161,45,-86.67197682
161,46,-78.64370958
161,47,-72.00972796
161,48,-66.42815638
161,49,-61.72380456
161,50,-57.82359476
161,51,-54.68221156
161,52,-52.23241399
161,53,-50.36762377
161,54,-48.94929255
161,55,-47.82674599
161,56,-46.85870786
161,57,-45.92974671
161,58,-44.95897536
161,59,-43.90129993
161,60,-42.74311749
161,61,-41.49484402
161,62,-40.18242086
161,63,-38.83937404
161,64,-37.50035851
161,65,-36.1965639
166,0,28.9941667
166,1,29.88517799
166,2,30.84447805
166,3,31.86432325
166,4,32.94629991
166,5,34.09989666
166,6,35.34001414
166,7,36.68386193
166,8,38.14825567
166,9,39.74831814
166,10,41.49815541
166,11,43.41298818
166,12,45.51091002
166,13,47.81269086
166,14,50.33668691
166,15,53.10327949
166,16,56.15985076
166,17,59.49583458
166,18,63.17573554
166,19,67.60814071
166,20,72.79444151
166,21,77.95347597
166,22,83.09405279
166,23,90.04969753
166,24,100.872721
166,25,114.9321415
166,26,127.8752936
166,27,132.5381082
166,28,119.4593841
166,29,81.8468544
166,30,25.46550632
166,31,-30.51927899
166,32,-67.62179541
166,33,-82.31155411
166,34,-85.82169494
166,35,-92.31962487
166,36,-108.2171163
166,37,-130.2376187
166,38,-150.3902449
166,39,-161.9805082
166,40,-162.6803805
166,41,-154.227743
166,42,-140.3837726
166,43,-124.8911691
166,44,-110.3240977
166,45,-97.87658128
166,46,-87.71455068
166,47,-79.48207225
166,48,-72.70528005
166,49,-67.00936719
166,50,-62.17512176
166,51,-58.10301348
166,52,-54.74810242
166,53,-52.06531228
166,54,-49.98043527
166,55,-48.38583445
166,56,-47.15222132
166,57,-46.14676663
166,58,-45.25010598
166,59,-44.36811702
166,60,-43.43725795
166,61,-42.42419943
166,62,-41.32143249
166,63,-40.14072848
166,64,-38.90606199
166,65,-37.64714278
171,0,28.13200832
171,1,28.97649774
171,2,29.88105053
171,3,30.83804391
171,4,31.84860142
171,5,32.92144072
171,6,34.07064113
171,7,35.31265837
171,8,36.66356094
171,9,38.13746937
171,10,39.74684184
171,11,41.50439432
171,12,43.42518269
171,13,45.52712491
171,14,47.82844746
171,15,50.34154871
171,16,53.10106431
171,17,56.13605812
171,18,59.40724594
171,19,63.14823452
171,20,67.73666214
171,21,72.76818624
171,22,77.52018345
171,23,82.64081123
171,24,90.24031039
171,25,101.7820028
171,26,115.705833
171,27,127.318031
171,28,129.5959683
171,29,113.6650088
171,30,74.33505647
171,31,18.80897027
171,32,-34.36410782
171,33,-68.73919738
171,34,-81.95124604
171,35,-84.70833222
171,36,-90.16192711
171,37,-104.5183974
171,38,-125.1855892
171,39,-144.9648495
171,40,-157.3957575
171,41,-159.755385
171,42,-153.1148846
171,43,-140.6934291
171,44,-126.0088264
171,45,-111.6982701
171,46,-99.16442466
171,47,-88.78634807
171,48,-80.34581412
171,49,-73.41722353
171,50,-67.61143529
171,51,-62.67071486
171,52,-58.46310623
171,53,-54.93213028
171,54,-52.04290829
171,55,-49.74565638
171,56,-47.96132128
171,57,-46.58481055
171,58,-45.49798784
171,59,-44.58517543
171,60,-43.74621121
171,61,-42.9046627
171,62,-42.01082851
171,63,-41.0404106
171,64,-39.99028573
171,65,-38.87284027
176,0,27.32088537
176,1,28.12272217
176,2,28.97731056
176,3,29.87716637
176,4,30.82298628
176,5,31.82276515
176,6,32.88982738
176,7,34.03997545
176,8,35.28869563
176,9,36.64938781
176,10,38.13328954
176,11,39.75110945
176,12,41.51527005
176,13,43.4409366
176,14,45.54524667
176,15,47.84024958
176,16,50.34175713
176,17,53.09753519
176,18,56.08084061
176,19,59.3164985
176,20,63.2031426
176,21,67.8691663
176,22,72.59553903
176,23,77.00534953
176,24,82.33302204
176,25,90.67980351
176,26,102.774323
176,27,116.2979605
176,28,126.4273113
176,29,126.3132293
176,30,107.7336814
176,31,67.06084915
176,32,12.64154554
176,33,-37.76675822
176,34,-69.61006153
176,35,-81.49786426
176,36,-83.60870327
176,37,-88.14941242
176,38,-101.0994116
176,39,-120.4511027
176,40,-139.7427485
176,41,-152.7989205
176,42,-156.6135864
176,43,-151.680367
176,44,-140.6962638
176,45,-126.9137522
176,46,-112.9716397
176,47,-100.4348889
176,48,-89.87971007
176,49,-81.23541272
176,50,-74.14609069
176,51,-68.22763738
176,52,-63.19348213
176,53,-58.87826157
176,54,-55.20571011
176,55,-52.14051043
176,56,-49.64842082
176,57,-47.67419953
176,58,-46.13678459
176,59,-44.93631596
176,60,-43.96660481
176,61,-43.12786145
176,62,-42.33648698
176,63,-41.53062994
176,64,-40.67159716
176,65,-39.74200347
181,0,26.55654754
181,1,27.31915876
181,2,28.12801971
181,3,28.97579494
181,4,29.8627823
181,5,30.79628967
181,6,31.78893407
181,7,32.85593737
181,8,34.01232386
181,9,35.27098583
181,10,36.64228527
181,11,38.13536435
181,12,39.76039044
181,13,41.53005397
181,14,43.45947698
181,15,45.56250907
181,16,47.84511863
181,17,50.34276241
181,18,53.07998917
181,19,55.99057563
181,20,59.2689545
181,21,63.33548113
181,22,67.93576451
181,23,72.26918258
181,24,76.48254511
181,25,82.22376858
181,26,91.33902034
181,27,103.7771507
181,28,116.6704631
181,29,125.2085633
181,30,122.7254542
181,31,101.7201417
181,32,60.05580267
181,33,6.946977529
181,34,-40.76490847
181,35,-70.26220711
181,36,-80.96337292
181,37,-82.52085342
181,38,-86.26479266
181,39,-97.93398197
181,40,-116.0181534
181,41,-134.7354785
181,42,-148.2287954
181,43,-153.3028782
181,44,-149.9588902
181,45,-140.4016528
181,46,-127.5927325
181,47,-114.1208108
181,48,-101.6674383
181,49,-90.98393433
181,50,-82.14923946
181,51,-74.89336773
181,52,-68.85560776
181,53,-63.73272584
181,54,-59.32904075
181,55,-55.54397456
181,56,-52.33327245
181,57,-49.66955723
181,58,-47.5152441
181,59,-45.81087025
181,60,-44.47602884
181,61,-43.4178471
181,62,-42.54209339
181,63,-41.76331963
181,64,-41.01204775
181,65,-40.23838152
186,0,25.83519318
186,1,26.56162544
186,2,27.32852507
186,3,28.12871031
186,4,28.96210276
186,5,29.83535057
186,6,30.76039631
186,7,31.75193272
186,8,32.82460875
186,9,33.9909676
186,10,35.26076985
186,11,36.64197252
186,12,38.14285492
186,13,39.77389391
186,14,41.54800245
186,15,43.47945734
186,16,45.57432548
186,17,47.84598626
186,18,50.34450256
186,19,53.02911245
186,20,55.88900094
186,21,59.30279141
186,22,63.50207169
186,23,67.87840453
186,24,71.81919579
186,25,76.02668274
186,26,82.34046982
186,27,92.17041804
186,28,104.7256007
186,29,116.7998742
186,30,123.6733336
186,31,118.8699603
186,32,95.67493045
186,33,53.34369473
186,34,1.705918229
186,35,-43.39404523
186,36,-70.72067921
186,37,-80.35854964
186,38,-81.44346166
186,39,-84.49310659
186,40,-94.99813431
186,41,-111.8697317
186,42,-129.9492673
186,43,-143.7172168
186,44,-149.8669091
186,45,-147.9861775
186,46,-139.8242735
186,47,-128.0387407
186,48,-115.1261964
186,49,-102.8417385
186,50,-92.08600452
186,51,-83.08320105
186,52,-75.66009889
186,53,-69.49550565
186,54,-64.28269632
186,55,-59.80176043
186,56,-55.92667064
186,57,-52.59824452
186,58,-49.7883063
186,59,-47.47030944
186,60,-45.60244644
186,61,-44.12296751
186,62,-42.95425022
186,63,-42.01137033
186,64,-41.21154625
186,65,-40.48203517
191,0,25.15341233
191,1,25.84638366
191,2,26.57468034
191,3,27.33127586
191,4,28.11573481
191,5,28.93406669
191,6,29.79756167
191,7,30.72041856
191,8,31.71697245
191,9,32.79953324
191,10,33.97747415
191,11,35.25788929
191,12,36.6475232
191,13,38.15486484
191,14,39.79082169
191,15,41.56842793
191,16,43.49743736
191,17,45.57835473
191,18,47.84984572
191,19,50.33293492
191,20,52.93804577
191,21,55.82114536
191,22,59.4253691
191,23,63.63775827
191,24,67.66896943
191,25,71.30161076
191,26,75.70138273
191,27,82.68570975
191,28,93.11627597
191,29,105.5664087
191,30,116.6744172
191,31,121.83731
191,32,114.7849396
191,33,89.64388396
191,34,46.94134937
191,35,-3.10312402
191,36,-45.68736396
191,37,-71.0079814
191,38,-79.69307861
191,39,-80.37568926
191,40,-82.82141346
191,41,-92.27002802
191,42,-107.9884219
191,43,-125.3861056
191,44,-139.289783
191,45,-146.3447787
191,46,-145.7977421
191,47,-138.9827511
191,48,-128.2503159
191,49,-115.9724148
191,50,-103.9386648
191,51,-93.17145244
191,52,-84.03082697
191,53,-76.4460302
191,54,-70.14853952
191,55,-64.8411145
191,56,-60.28763532
191,57,-56.33831331
191,58,-52.91559013
191,59,-49.98434079
191,60,-47.52269554
191,61,-45.50174887
191,62,-43.87615145
191,63,-42.58381614
191,64,-41.55141866
191,65,-40.70233528
196,0,24.50813825
196,1,25.17008175
196,2,25.86277938
196,3,26.57935925
196,4,27.31904619
196,5,28.08722828
196,6,28.89455704
196,7,29.75475987
196,8,30.68190076
196,9,31.6881391
196,10,32.78262471
196,11,33.97185576
196,12,35.26136928
196,13,36.65789781
196,14,38.17055521
196,15,39.8105224
196,16,41.58974123
196,17,43.50834738
196,18,45.5794472
196,19,47.85658555
196,20,50.28659658
196,21,52.82714045
196,22,55.83019632
196,23,59.60634747
196,24,63.67880162
196,25,67.31462724
196,26,70.7833249
196,27,75.55212887
196,28,83.24094392
196,29,94.11618277
196,30,106.2593274
196,31,116.290999
196,32,119.7190122
196,33,110.5087149
196,34,83.66783772
196,35,40.85949972
196,36,-7.502998571
196,37,-47.67573965
196,38,-71.14430734
196,39,-78.97564776
196,40,-79.31706196
196,41,-81.23851679
