freq (Hz),v (m/s),Thrust force (N)
41,37,-52.03213188
41,38,-50.57963227
41,39,-49.19842689
41,40,-47.87036253
41,41,-46.58520369
41,42,-45.33849656
41,43,-44.12959937
41,44,-42.96006259
41,45,-41.83240962
41,46,-40.74929255
41,47,-39.71296236
41,48,-38.72498174
41,49,-37.78611255
41,50,-36.89632035
41,51,-36.05485031
41,52,-35.26034091
41,53,-34.51095199
41,54,-33.80449164
41,55,-33.1385328
41,56,-32.51051461
41,57,-31.91782663
41,58,-31.35787624
41,59,-30.8281401
41,60,-30.32620188
41,61,-29.84977811
41,62,-29.39673433
41,63,-28.9650935
41,64,-28.55303834
41,65,-28.15890923
46,0,142.1598996
46,1,157.1484887
46,2,176.141624
46,3,200.2324472
46,4,230.7889642
46,5,268.9351126
46,6,312.4131221
46,7,340.2144337
46,8,262.4763312
46,9,3.211250067
46,10,-281.1809029
46,11,-408.5559735
46,12,-369.3501616
46,13,-306.2733854
46,14,-266.4537557
46,15,-234.3839739
46,16,-202.9398532
46,17,-176.882204
46,18,-156.3735566
46,19,-140.8926147
46,20,-130.1698902
46,21,-122.195816
46,22,-114.6225472
46,23,-106.5970713
46,24,-98.65118855
46,25,-91.61577713
46,26,-85.8883469
46,27,-81.35081449
46,28,-77.62251134
46,29,-74.321353
46,30,-71.19839533
46,31,-68.15425461
46,32,-65.19430629
46,33,-62.37178173
46,34,-59.74433702
46,35,-57.35058328
46,36,-55.20309547
46,37,-53.29145805
46,38,-51.58961974
46,39,-50.0637559
46,40,-48.67868613
46,41,-47.40220601
46,42,-46.20744259
46,43,-45.07367172
46,44,-43.98610487
46,45,-42.93509096
46,46,-41.91506849
46,47,-40.92349142
46,48,-39.95985892
46,49,-39.0249109
46,50,-38.12000591
46,51,-37.24667085
46,52,-36.40629862
46,53,-35.59996461
46,54,-34.82833356
46,55,-34.09163115
46,56,-33.38965947
46,57,-32.72183945
46,58,-32.08726806
46,59,-31.48478117
46,60,-30.91301611
46,61,-30.37047004
46,62,-29.85555197
46,63,-29.36662736
46,64,-28.90205517
46,65,-28.46021753
51,0,128.7406516
51,1,141.0062065
51,2,156.3375549
51,3,175.5064552
51,4,199.5543514
51,5,229.7556592
51,6,266.9811176
51,7,308.1865175
51,8,329.8019032
51,9,240.1125387
51,10,-6.824330605
51,11,-266.3262374
51,12,-399.1746039
51,13,-370.2424015
51,14,-304.8078322
51,15,-261.6395066
51,16,-233.7141214
51,17,-205.6092764
51,18,-179.2404882
51,19,-158.1662958
51,20,-141.4339484
51,21,-128.5775896
51,22,-119.5043856
51,23,-112.8583049
51,24,-106.7911166
51,25,-100.3200139
51,26,-93.57006735
51,27,-87.17232871
51,28,-81.64537828
51,29,-77.14490746
51,30,-73.52202497
51,31,-70.49518123
51,32,-67.79646518
51,33,-65.24478288
51,34,-62.75611759
51,35,-60.31957483
51,36,-57.96414078
51,37,-55.73051259
51,38,-53.65311104
51,39,-51.75183261
51,40,-50.03079604
51,41,-48.48105075
51,42,-47.08484608
51,43,-45.81991988
51,44,-44.66301168
51,45,-43.59233055
51,46,-42.58901817
51,47,-41.63779521
51,48,-40.7270217
51,49,-39.84838626
51,50,-38.99639782
51,51,-38.16780597
51,52,-37.36103289
51,53,-36.5756652
51,54,-35.81202881
51,55,-35.07085254
51,56,-34.35301607
51,57,-33.65937183
51,58,-32.99062818
51,59,-32.34728118
51,60,-31.72958291
51,61,-31.1375363
51,62,-30.57090785
51,63,-30.02925175
51,64,-29.5119401
51,65,-29.01819582
56,0,117.5421709
56,1,127.7354147
56,2,140.3240289
56,3,155.8490154
56,4,175.0581116
56,5,198.9588838
56,6,228.7395014
56,7,265.0007635
56,8,303.907015
56,9,318.8731538
56,10,217.5805756
56,11,-16.44737951
56,12,-252.1634542
56,13,-388.2692537
56,14,-370.9892302
56,15,-305.3644461
56,16,-257.4032423
56,17,-230.2428523
56,18,-206.9998431
56,19,-182.0297677
56,20,-160.1766563
56,21,-142.9562279
56,22,-129.0823155
56,23,-118.2382131
56,24,-110.4326117
56,25,-104.7473084
56,26,-99.76180044
56,27,-94.52067698
56,28,-88.88401538
56,29,-83.24392392
56,30,-78.07947827
56,31,-73.67686261
56,32,-70.07072828
56,33,-67.11978739
56,34,-64.61598716
56,35,-62.36807849
56,36,-60.24284343
56,37,-58.17154205
56,38,-56.13663935
56,39,-54.15198039
56,40,-52.24459496
56,41,-50.4416852
56,42,-48.76327329
56,43,-47.21944304
56,44,-45.81063865
56,45,-44.52960553
56,46,-43.36391666
56,47,-42.29841607
56,48,-41.31723192
56,49,-40.40523734
56,50,-39.54897459
56,51,-38.73712818
56,52,-37.96065718
56,53,-37.21269471
56,54,-36.48830638
56,55,-35.78417933
56,56,-35.09829256
56,57,-34.42960222
56,58,-33.77776116
56,59,-33.14288209
56,60,-32.52534662
56,61,-31.92565807
56,62,-31.34433318
56,63,-30.78182705
56,64,-30.23848508
56,65,-29.7145161
61,0,108.0654905
61,1,116.6528211
61,2,127.1476259
61,3,139.9305397
61,4,155.5328649
61,5,174.6927435
61,6,198.3895782
61,7,227.723177
61,8,262.9861335
61,9,299.6298036
61,10,307.2679732
61,11,195.1000467
61,12,-25.694063
61,13,-238.9285325
61,14,-376.019406
61,15,-371.1192935
61,16,-307.2824
61,17,-255.0366339
61,18,-225.369541
61,19,-205.8035304
61,20,-184.4651965
61,21,-162.6853404
61,22,-144.641131
61,23,-130.3884588
61,24,-118.7159015
61,25,-109.4463062
61,26,-102.641535
61,27,-97.6762055
61,28,-93.47112405
61,29,-89.17083549
61,30,-84.490765
61,31,-79.61982317
61,32,-74.93063306
61,33,-70.73534005
61,34,-67.1770748
61,35,-64.23591337
61,36,-61.79057589
61,37,-59.68651217
61,38,-57.78481907
61,39,-55.98626021
61,40,-54.23537802
61,41,-52.51289735
61,42,-50.82363824
61,43,-49.18469546
61,44,-47.61624819
61,45,-46.13564426
61,46,-44.75442182
61,47,-43.47752032
61,48,-42.30387897
61,49,-41.22774644
61,50,-40.24021316
61,51,-39.33065834
61,52,-38.48795017
61,53,-37.7013405
61,54,-36.9610603
61,55,-36.25865686
61,56,-35.58712787
61,57,-34.9409086
61,58,-34.31576223
61,59,-33.70861425
61,60,-33.11736198
61,61,-32.54068114
61,62,-31.97784406
61,63,-31.42855771
61,64,-30.89282577
61,65,-30.37083561
66,0,99.94858452
66,1,107.2709276
66,2,116.13824
66,3,126.8199158
66,4,139.6953766
66,5,155.2972686
66,6,174.3570311
66,7,197.8254199
66,8,226.7068271
66,9,260.9302746
66,10,295.3945626
66,11,294.8377161
66,12,172.9033847
66,13,-34.5616934
66,14,-226.7659389
66,15,-362.7004882
66,16,-370.27651
66,17,-309.9367528
66,18,-254.6754738
66,19,-220.9152326
66,20,-202.2062745
66,21,-185.1629077
66,22,-165.3870782
66,23,-146.7538753
66,24,-131.8039326
66,25,-119.8494725
66,26,-109.90152
66,27,-101.8862478
66,28,-95.88968009
66,29,-91.4830328
66,30,-87.84999569
66,31,-84.25844676
66,32,-80.36228216
66,33,-76.20269581
66,34,-72.03450063
66,35,-68.1373952
66,36,-64.69910119
66,37,-61.78183227
66,38,-59.34464802
66,39,-57.28791333
66,40,-55.49584796
66,41,-53.86590574
66,42,-52.32321182
66,43,-50.82323409
66,44,-49.34730622
66,45,-47.89509489
66,46,-46.47683925
66,47,-45.10691259
66,48,-43.79927995
66,49,-42.56481318
66,50,-41.41011786
66,51,-40.33743024
66,52,-39.34516812
66,53,-38.42880169
66,54,-37.58180705
66,55,-36.79655309
66,56,-36.06504211
66,57,-35.37947473
66,58,-34.73264144
66,59,-34.11816134
66,60,-33.53059682
66,61,-32.96547446
66,62,-32.41924013
66,63,-31.88917224
66,64,-31.37327196
66,65,-30.87014483
71,0,92.92317429
71,1,99.23441797
71,2,106.8157158
71,3,115.8586536
71,4,126.6370133
71,5,139.5369778
71,6,155.0927858
71,7,174.0284951
71,8,197.2626324
71,9,225.6894973
71,10,258.8495104
71,11,291.1771102
71,12,281.4922837
71,13,151.2121501
71,14,-43.02572851
71,15,-215.7385318
71,16,-348.642989
71,17,-368.1983264
71,18,-312.881288
71,19,-255.8636111
71,20,-217.9849117
71,21,-197.5229332
71,22,-183.4919586
71,23,-167.2033796
71,24,-149.2943634
71,25,-133.5363658
71,26,-121.0515991
71,27,-110.8960564
71,28,-102.3211361
71,29,-95.3210435
71,30,-89.98940257
71,31,-86.03030222
71,32,-82.82632988
71,33,-79.76707529
71,34,-76.49585615
71,35,-72.95747181
71,36,-69.3033806
71,37,-65.75651747
71,38,-62.50664553
71,39,-59.66005702
71,40,-57.23561974
71,41,-55.18733392
71,42,-53.43495325
71,43,-51.89087161
71,44,-50.47821924
71,45,-49.13979216
71,46,-47.83982091
71,47,-46.56126113
71,48,-45.30099916
71,49,-44.06469143
71,50,-42.86225353
71,51,-41.70444979
71,52,-40.6006537
71,53,-39.55763369
71,54,-38.57912748
71,55,-37.66595496
71,56,-36.81645035
71,57,-36.02704275
71,58,-35.29286452
71,59,-34.60831156
71,60,-33.96751452
71,61,-33.36470524
71,62,-32.79447939
71,63,-32.25196591
71,64,-31.73291889
71,65,-31.23374871
76,0,86.78661099
76,1,92.27907608
76,2,98.82902435
76,3,106.5730006
76,4,115.7109568
76,5,126.5263177
76,6,139.4102363
76,7,154.8965674
76,8,173.7006457
76,9,196.7060834
76,10,224.651905
76,11,256.8075369
76,12,286.8659632
76,13,267.2233679
76,14,130.2214732
76,15,-51.05262795
76,16,-205.8443721
76,17,-334.1880403
76,18,-364.7278184
76,19,-315.7868674
76,20,-258.0677105
76,21,-216.8160601
76,22,-193.1657462
76,23,-179.9372172
76,24,-167.2088008
76,25,-151.5645434
76,26,-135.7419353
76,27,-122.4644598
76,28,-111.9311898
76,29,-103.2022101
76,30,-95.73666337
76,31,-89.56972999
76,32,-84.79365416
76,33,-81.20303539
76,34,-78.32972614
76,35,-75.67249062
76,36,-72.89222226
76,37,-69.87711556
76,38,-66.69805215
76,39,-63.51719215
76,40,-60.50293018
76,41,-57.77686419
76,42,-55.39518468
76,43,-53.35477912
76,44,-51.61164279
76,45,-50.10165374
76,46,-48.75782
76,47,-47.52169725
76,48,-46.34905758
76,49,-45.21108249
76,50,-44.09268321
76,51,-42.98938772
76,52,-41.90386183
76,53,-40.84273399
76,54,-39.81406033
76,55,-38.82552823
76,56,-37.8833499
76,57,-36.99172292
76,58,-36.15271067
76,59,-35.36640203
76,60,-34.63123204
76,61,-33.94437276
76,62,-33.30213062
76,63,-32.70031021
76,64,-32.13452214
76,65,-31.60042669
81,0,81.38315909
81,1,86.20478924
81,2,91.91656127
81,3,98.61563963
81,4,106.4498793
81,5,115.6304667
81,6,126.4471962
81,7,139.2929721
81,8,154.7005463
81,9,173.3730714
81,10,196.1651186
81,11,223.5585584
81,12,254.9020969
81,13,282.2805197
81,14,252.1031454
81,15,110.092063
81,16,-58.60878898
81,17,-197.035065
81,18,-319.6521332
81,19,-359.8222164
81,20,-318.3725442
81,21,-260.885854
81,22,-217.1324164
81,23,-190.0124833
81,24,-175.5873619
81,25,-165.244202
81,26,-152.6813115
81,27,-138.0407357
81,28,-124.3029209
81,29,-113.091221
81,30,-104.1060159
81,31,-96.52386028
81,32,-89.96670183
81,33,-84.49201586
81,34,-80.18615443
81,35,-76.90587807
81,36,-74.29477929
81,37,-71.94479261
81,38,-69.54794908
81,39,-66.96386755
81,40,-64.20540387
81,41,-61.38003234
81,42,-58.62488461
81,43,-56.0583146
81,44,-53.75502256
81,45,-51.74149855
81,46,-50.00438491
81,47,-48.50438427
81,48,-47.19033608
81,49,-46.01046548
81,50,-44.91975141
81,51,-43.88361182
81,52,-42.87872241
81,53,-41.89195235
81,54,-40.91830482
81,55,-39.95853904
81,56,-39.01691947
81,57,-38.09933724
81,58,-37.2118989
81,59,-36.35997815
81,60,-35.54767009
81,61,-34.77756303
81,62,-34.05073924
81,63,-33.36692467
81,64,-32.72472195
81,65,-32.12187698
86,0,76.59126457
86,1,80.85745265
86,2,85.87987051
86,3,91.72721843
86,4,98.51018296
86,5,106.3887324
86,6,115.5809419
86,7,126.3789056
86,8,139.1758689
86,9,154.5037468
86,10,173.0483305
86,11,195.6393808
86,12,222.392441
86,13,253.2148308
86,14,277.2152746
86,15,236.2675362
86,16,90.94783008
86,17,-65.66607354
86,18,-189.2323863
86,19,-305.3053585
86,20,-353.5437358
86,21,-320.3832178
86,22,-264.0515473
86,23,-218.5128016
86,24,-188.3274264
86,25,-171.4997351
86,26,-161.8566448
86,27,-152.1522065
86,28,-139.7349766
86,29,-126.4099071
86,30,-114.5950485
86,31,-105.0713999
86,32,-97.32303835
86,33,-90.67518772
86,34,-84.8708336
86,35,-79.97763529
86,36,-76.07410093
86,37,-73.06002517
86,38,-70.66272783
86,39,-68.55144241
86,40,-66.45419974
86,41,-64.22049529
86,42,-61.82412082
86,43,-59.32778363
86,44,-56.83569025
86,45,-54.45271548
86,46,-52.25852158
86,47,-50.2970767
86,48,-48.57779361
86,49,-47.08333704
86,50,-45.7797923
86,51,-44.6262558
86,52,-43.58229684
86,53,-42.61281296
86,54,-41.69047789
86,55,-40.79631268
86,56,-39.91899765
86,57,-39.05348589
86,58,-38.19935556
86,59,-37.35920079
86,60,-36.53723826
86,61,-35.73821024
86,62,-34.96659864
86,63,-34.22612298
86,64,-33.51947444
86,65,-32.84823087
91,0,72.31471654
91,1,76.1165935
91,2,80.56593999
91,3,85.71070648
91,4,91.63476681
91,5,98.46138361
91,6,106.357497
91,7,115.5435171
91,8,126.3117432
91,9,139.056423
91,10,154.3064632
91,11,172.7368552
91,12,195.0982011
91,13,221.1941228
91,14,251.761323
91,15,271.4847558
91,16,219.8938375
91,17,72.87709787
91,18,-72.20466225
91,19,-182.3417303
91,20,-291.3620486
91,21,-346.0361438
91,22,-321.5995666
91,23,-267.3728008
91,24,-220.5942954
91,25,-187.9686807
91,26,-168.3519235
91,27,-157.8992851
91,28,-150.059916
91,29,-140.2413428
91,30,-128.2972241
91,31,-116.4241357
91,32,-106.2950284
91,33,-98.1399223
91,34,-91.38960624
91,35,-85.51251569
91,36,-80.338801
91,37,-75.93883372
91,38,-72.38274848
91,39,-69.60035673
91,40,-67.38190564
91,41,-65.45971385
91,42,-63.59782687
91,43,-61.64704108
91,44,-59.55670109
91,45,-57.35512591
91,46,-55.11629629
91,47,-52.9271867
91,48,-50.86377047
91,49,-48.9779797
91,50,-47.2942192
91,51,-45.81242508
91,52,-44.51451937
91,53,-43.37174818
91,54,-42.35127478
91,55,-41.42121186
91,56,-40.55388351
91,57,-39.72748355
91,58,-38.92647993
91,59,-38.14116168
91,60,-37.36669004
91,61,-36.60194164
91,62,-35.84834773
91,63,-35.10885688
91,64,-34.38708656
91,65,-33.68668393
96,0,68.47639513
96,1,71.88674259
96,2,75.85504646
96,3,80.41403051
96,4,85.62801916
96,5,91.59367391
96,6,98.44108623
96,7,106.3393862
96,8,115.5087524
96,9,126.2417761
96,10,138.9356965
96,11,154.1073465
96,12,172.4555484
96,13,194.4844616
96,14,220.0650741
96,15,250.4722306
96,16,264.9535279
96,17,203.1792835
96,18,55.93584299
96,19,-78.21408608
96,20,-176.2621404
96,21,-277.980435
96,22,-337.4957059
96,23,-321.8559583
96,24,-270.6813107
96,25,-223.1269799
96,26,-188.6303891
96,27,-166.3967275
96,28,-154.1558153
96,29,-146.908103
96,30,-139.3528539
96,31,-129.4280818
96,32,-118.2708236
96,33,-107.8352395
96,34,-99.13922262
96,35,-92.09294676
96,36,-86.15704596
