freq (Hz),v (m/s),Thrust force (N)
96,33,-176.2297767
96,34,-170.4586218
96,35,-164.3284905
96,36,-157.1496991
96,37,-148.9940417
96,38,-140.3642275
96,39,-131.8663299
96,40,-123.9914843
96,41,-117.0239521
96,42,-111.0438201
96,43,-105.9799335
96,44,-101.6764276
96,45,-97.95059135
96,46,-94.63278562
96,47,-91.58783231
96,48,-88.72168275
96,49,-85.97847537
96,50,-83.33262839
96,51,-80.77941833
96,52,-78.32620435
96,53,-75.98538527
96,54,-73.76941865
96,55,-71.68777173
96,56,-69.74544759
96,57,-67.94266017
96,58,-66.27525589
96,59,-64.73554906
96,60,-63.3133215
96,61,-61.99681679
96,62,-60.77362584
96,63,-59.63141164
96,64,-58.55845712
96,65,-57.54404299
101,0,108.5563885
101,1,113.7150691
101,2,119.6874946
101,3,126.4965205
101,4,134.2126483
101,5,142.952235
101,6,152.875637
101,7,164.1902924
101,8,177.156103
101,9,192.0964571
101,10,209.4288122
101,11,229.8081473
101,12,253.9528334
101,13,281.4964551
101,14,315.3161639
101,15,358.2664173
101,16,385.4189019
101,17,336.1179865
101,18,174.0175194
101,19,-26.42777605
101,20,-158.7290068
101,21,-237.4197181
101,22,-333.3029521
101,23,-439.894686
101,24,-498.7702641
101,25,-486.783229
101,26,-429.8843735
101,27,-364.1721709
101,28,-308.8947157
101,29,-266.8591083
101,30,-234.9107185
101,31,-210.4960684
101,32,-192.5582113
101,33,-180.2595049
101,34,-172.165127
101,35,-166.3993815
101,36,-161.2303548
101,37,-155.5244669
101,38,-148.8635638
101,39,-141.391995
101,40,-133.5538804
101,41,-125.8516421
101,42,-118.6890043
101,43,-112.3051203
101,44,-106.7764888
101,45,-102.0558152
101,46,-98.02214746
101,47,-94.52608179
101,48,-91.42263237
101,49,-88.59052767
101,50,-85.94008035
101,51,-83.41303949
101,52,-80.97778532
101,53,-78.62255081
101,54,-76.34850325
101,55,-74.16374503
101,56,-72.07869885
101,57,-70.10294537
101,58,-68.24335211
101,59,-66.50322808
101,60,-64.88221687
101,61,-63.37666643
101,62,-61.98026146
101,63,-60.68475845
101,64,-59.48071337
101,65,-58.35813388
106,0,103.3172798
106,1,108.0055733
106,2,113.402815
106,3,119.5197106
106,4,126.410671
106,5,134.1699021
106,6,142.9271556
106,7,152.8485211
106,8,164.140762
106,9,177.0560517
106,10,191.9112546
106,11,209.1367269
106,12,229.5059813
106,13,253.243463
106,14,280.1556596
106,15,315.1230146
106,16,357.5389975
106,17,376.073515
106,18,312.6737711
106,19,145.1987882
106,20,-45.39887247
106,21,-164.4969221
106,22,-232.0430559
106,23,-316.6788648
106,24,-417.7109582
106,25,-482.0917324
106,26,-481.5202335
106,27,-433.2823305
106,28,-370.3867286
106,29,-314.3478469
106,30,-270.8665754
106,31,-237.7897456
106,32,-212.2069913
106,33,-192.6830163
106,34,-178.5723495
106,35,-168.9943626
106,36,-162.546007
106,37,-157.6258998
106,38,-152.8946854
106,39,-147.5523421
106,40,-141.3623706
106,41,-134.5033013
106,42,-127.362718
106,43,-120.3583287
106,44,-113.8238371
106,45,-107.9611477
106,46,-102.8417249
106,47,-98.43540066
106,48,-94.6484245
106,49,-91.35887379
106,50,-88.4435734
106,51,-85.79506946
106,52,-83.32978503
106,53,-80.9896047
106,54,-78.73929474
106,55,-76.56181184
106,56,-74.4530065
106,57,-72.4166807
106,58,-70.46050774
106,59,-68.59299436
106,60,-66.8214556
106,61,-65.150858
106,62,-63.58333952
106,63,-62.11821205
106,64,-60.75227361
106,65,-59.48029053
111,0,98.54861752
111,1,102.8308028
111,2,107.7327916
111,3,113.2564465
111,4,119.4441625
111,5,126.3735415
111,6,134.151418
111,7,142.9125945
111,8,152.8233908
111,9,164.0844036
111,10,176.9402784
111,11,191.7005854
111,12,208.8721506
111,13,229.2314992
111,14,252.2867985
111,15,279.0597665
111,16,315.5727359
111,17,356.2193018
111,18,365.0739806
111,19,288.6590652
111,20,118.0765169
111,21,-62.29577488
111,22,-169.4379328
111,23,-227.2955436
111,24,-301.7405391
111,25,-396.6681426
111,26,-464.6392069
111,27,-474.2080865
111,28,-434.9941617
111,29,-376.0258111
111,30,-319.9363976
111,31,-275.1272483
111,32,-240.9159989
111,33,-214.3930214
111,34,-193.6796481
111,35,-178.0273424
111,36,-166.8887704
111,37,-159.3296268
111,38,-154.0488499
111,39,-149.7202591
111,40,-145.324412
111,41,-140.3053458
111,42,-134.5463008
111,43,-128.2369763
111,44,-121.7131602
111,45,-115.3233207
111,46,-109.3447754
111,47,-103.9486005
111,48,-99.20059201
111,49,-95.08281824
111,50,-91.52270121
111,51,-88.42084959
111,52,-85.67304266
111,53,-83.18491872
111,54,-80.87988022
111,55,-78.70167644
111,56,-76.61337342
111,57,-74.59426219
111,58,-72.63591557
111,59,-70.73822561
111,60,-68.90591691
111,61,-67.14577037
111,62,-65.46461049
111,63,-63.8679976
111,64,-62.35950893
111,65,-60.9404723
116,0,94.19157099
116,1,98.12089317
116,2,102.5936033
116,3,107.6051701
116,4,113.1889428
116,5,119.4099522
116,6,126.3577669
116,7,134.1434639
116,8,142.9021506
116,9,152.7960788
116,10,164.0167915
116,11,176.8048414
116,12,191.4693781
116,13,208.6851439
116,14,228.8671288
116,15,251.1147322
116,16,278.4682003
116,17,316.4740568
116,18,353.9951971
116,19,352.509664
116,20,264.4163194
116,21,92.73431492
116,22,-77.27251514
116,23,-173.6090292
116,24,-223.051705
116,25,-288.3219601
116,26,-376.8744955
116,27,-446.8120742
116,28,-465.1384268
116,29,-434.950598
116,30,-380.8342516
116,31,-325.4980223
116,32,-279.6148313
116,33,-244.241688
116,34,-216.8606187
116,35,-195.251912
116,36,-178.3867813
116,37,-165.8175747
116,38,-156.9698924
116,39,-150.8990464
116,40,-146.4483639
116,41,-142.5438432
116,42,-138.4191211
116,43,-133.6946697
116,44,-128.3312527
116,45,-122.5163783
116,46,-116.5397669
116,47,-110.6932107
116,48,-105.2083756
116,49,-100.2307505
116,50,-95.82032325
116,51,-91.96784675
116,52,-88.61722014
116,53,-85.68745143
116,54,-83.09059221
116,55,-80.744312
116,56,-78.57926242
116,57,-76.54216389
116,58,-74.59582004
116,59,-72.71722155
116,60,-70.89469653
116,61,-69.12480801
116,62,-67.40945273
116,63,-65.75341254
116,64,-64.16245882
116,65,-62.64200932
121,0,90.19664867
121,1,93.8175259
121,2,97.91584982
121,3,102.4825148
121,4,107.5440002
121,5,113.1557104
121,6,119.3941108
121,7,126.3522594
121,8,134.1410725
121,9,142.8930818
121,10,152.762334
121,11,163.9351734
121,12,176.6412084
121,13,191.2544094
121,14,208.5777199
121,15,228.2718064
121,16,249.8997441
121,17,278.5439461
121,18,317.5393125
121,19,350.6473482
121,20,338.5372391
121,21,240.2542504
121,22,69.20699859
121,23,-90.48241027
121,24,-177.0687819
121,25,-219.2084729
121,26,-276.2611816
121,27,-358.3764841
121,28,-428.9410705
121,29,-454.6275527
121,30,-433.1752953
121,31,-384.6080283
121,32,-330.8453418
121,33,-284.2732769
121,34,-247.7566066
121,35,-219.5103295
121,36,-197.1775897
121,37,-179.3964772
121,38,-165.630763
121,39,-155.5110129
121,40,-148.415829
121,41,-143.4382304
121,42,-139.5820754
121,43,-135.9918307
121,44,-132.0973387
121,45,-127.6454278
121,46,-122.6458375
121,47,-117.276529
121,48,-111.7869762
121,49,-106.4224653
121,50,-101.377503
121,51,-96.77627189
121,52,-92.67310289
121,53,-89.0648541
121,54,-85.90825147
121,55,-83.1372928
121,56,-80.67788221
121,57,-78.45851866
121,58,-76.41698385
121,59,-74.50360971
121,60,-72.6819688
121,61,-70.92785129
121,62,-69.22727728
121,63,-67.57412186
121,64,-65.967754
121,65,-64.41093435
126,0,86.52191429
126,1,89.87164609
126,2,93.64159573
126,3,97.81943596
126,4,102.4263763
126,5,107.5103548
126,6,113.1378055
126,7,119.3880764
126,8,126.3533519
126,9,134.1425453
126,10,142.8824071
126,11,152.7179491
126,12,163.8354061
126,13,176.4467265
126,14,191.1193353
126,15,208.4596681
126,16,227.3779386
126,17,248.8959077
126,18,279.3076964
126,19,318.4533367
126,20,346.0507196
126,21,323.3553267
126,22,216.4408988
126,23,47.49024644
126,24,-102.0750637
126,25,-179.8758229
126,26,-215.6820574
126,27,-265.4053593
126,28,-341.174884
126,29,-411.2898084
126,30,-442.9909562
126,31,-429.7643863
126,32,-387.2056443
126,33,-335.7883941
126,34,-289.0128765
126,35,-251.4535525
126,36,-222.304732
126,37,-199.3145333
126,38,-180.8367901
126,39,-166.1305922
126,40,-154.8776487
126,41,-146.6926332
126,42,-140.9299095
126,43,-136.7550951
126,44,-133.3303307
126,45,-129.9825134
126,46,-126.2914789
126,47,-122.0938138
126,48,-117.4290772
126,49,-112.4620175
126,50,-107.407331
126,51,-102.4720268
126,52,-97.82020353
126,53,-93.55824118
126,54,-89.73512738
126,55,-86.35195234
126,56,-83.37543263
126,57,-80.75176331
126,58,-78.41857297
126,59,-76.31396791
126,60,-74.38250314
126,61,-72.57842666
126,62,-70.86678247
126,63,-69.22301047
126,64,-67.63162387
126,65,-66.08443364
131,0,83.13159733
131,1,86.24169948
131,2,89.72210888
131,3,93.55828119
131,4,97.76733625
131,5,102.3913366
131,6,107.4889552
131,7,113.1290813
131,8,119.3894385
131,9,126.3600733
131,10,134.1462559
131,11,142.8653291
131,12,152.6611611
131,13,163.7050315
131,14,176.2530681
131,15,191.0987877
131,16,208.1779458
131,17,226.2495275
131,18,248.3488316
131,19,280.6455602
131,20,318.9273855
131,21,340.1619389
131,22,307.1844602
131,23,193.2011246
131,24,27.54927388
131,25,-112.1941791
131,26,-182.0876379
131,27,-212.4051063
131,28,-255.6136046
131,29,-325.2379815
131,30,-394.0604854
131,31,-430.5259866
131,32,-424.8649555
131,33,-388.5493976
131,34,-340.1537052
131,35,-293.7179853
131,36,-255.3090459
131,37,-225.2372296
131,38,-201.5870158
131,39,-182.5441022
131,40,-167.1217637
131,41,-154.9302243
131,42,-145.7123631
131,43,-139.0457154
131,44,-134.2920561
131,45,-130.7085973
131,46,-127.6028841
131,47,-124.4503979
131,48,-120.9444985
131,49,-116.985022
131,50,-112.6286031
131,51,-108.0253392
131,52,-103.3600742
131,53,-98.80820444
131,54,-94.50881581
131,55,-90.55335973
131,56,-86.98587507
131,57,-83.8103256
131,58,-81.0012139
131,59,-78.51465618
131,60,-76.29816543
131,61,-74.29828345
131,62,-72.46584938
131,63,-70.75909849
131,64,-69.14499318
131,65,-67.59925549
136,0,79.99499984
136,1,82.89225649
136,2,86.11611172
136,3,89.65054762
136,4,93.50946641
136,5,97.73023083
136,6,102.3654333
136,7,107.4759524
136,8,113.1283916
136,9,119.3977892
136,10,126.3716886
136,11,134.1485582
136,12,142.8376771
136,13,152.5880736
136,14,163.5336323
136,15,176.1311903
136,16,191.1393943
136,17,207.6025262
136,18,225.0693177
136,19,248.4226668
136,20,282.3501835
136,21,318.7301656
136,22,333.0015898
136,23,290.2521188
136,24,170.7170979
136,25,9.32635298
136,26,-120.9761289
136,27,-183.7599155
136,28,-209.3233695
136,29,-246.7578325
136,30,-310.5121575
136,31,-377.4017821
136,32,-417.5014401
136,33,-418.6554508
136,34,-388.6198174
136,35,-343.7973995
136,36,-298.2595789
136,37,-259.2766145
136,38,-228.3082492
136,39,-203.9647211
136,40,-184.4121563
136,41,-168.4399077
136,42,-155.5090616
136,43,-145.3879291
136,44,-137.8108454
136,45,-132.3291981
136,46,-128.3384931
136,47,-125.193674
136,48,-122.329934
136,49,-119.3416959
136,50,-116.0076083
136,51,-112.2716762
136,52,-108.1992231
136,53,-103.9255669
136,54,-99.61002521
136,55,-95.40178892
136,56,-91.41926522
136,57,-87.74134161
136,58,-84.40753342
136,59,-81.42369448
136,60,-78.77039818
136,61,-76.41183189
136,62,-74.30382048
136,63,-72.40025735
136,64,-70.65771544
136,65,-69.03833258
141,0,77.08562834
141,1,79.79292793
141,2,82.78841519
141,3,86.05514594
141,4,89.60444971
141,5,93.46986057
141,6,97.69913649
141,7,102.3469848
141,8,107.4714918
141,9,113.1358443
141,10,119.4128618
141,11,126.386086
141,12,134.1436208
141,13,142.7993184
141,14,152.4826402
141,15,163.3458398
141,16,176.1419495
141,17,191.1018074
141,18,206.7034552
141,19,224.0759834
141,20,249.1666057
141,21,284.1717754
141,22,317.6983523
141,23,324.6368794
141,24,272.7819264
141,25,149.1307191
141,26,-7.25279183
141,27,-128.5485666
141,28,-184.9453297
141,29,-206.3942494
141,30,-238.7235804
141,31,-296.9299675
141,32,-361.4172358
141,33,-404.1522711
141,34,-411.3293285
141,35,-387.4462489
141,36,-346.6121387
141,37,-302.5081046
141,38,-263.2884859
141,39,-231.5104258
141,40,-206.4420995
141,41,-186.3822902
141,42,-169.9627286
141,43,-156.4640335
141,44,-145.5984069
141,45,-137.1817129
141,46,-130.9203309
141,47,-126.3598188
141,48,-122.9465501
141,49,-120.1306915
141,50,-117.4561235
141,51,-114.6113254
141,52,-111.4386517
141,53,-107.9126073
141,54,-104.101768
141,55,-100.1272795
141,56,-96.12667402
141,57,-92.22733688
141,58,-88.53049593
141,59,-85.10442637
141,60,-81.98454557
141,61,-79.17788778
141,62,-76.66976103
141,63,-74.43092259
141,64,-72.42417592
141,65,-70.60978728
146,0,74.38049869
146,1,76.91750293
146,2,79.70884146
146,3,82.73704346
146,4,86.01134265
146,5,89.56209135
146,6,93.43313795
146,7,97.6743967
146,8,102.3374542
146,9,107.4762243
146,10,113.151406
146,11,119.4335381
146,12,126.3983796
146,13,134.1278182
146,14,142.7470561
146,15,152.3268633
146,16,163.2147318
146,17,176.2697899
146,18,190.8273057
146,19,205.5735654
146,20,223.4917465
146,21,250.5187924
146,22,285.8625
146,23,315.7332288
146,24,315.1670662
146,25,254.9860891
146,26,128.5471891
146,27,-22.27313475
146,28,-135.0315384
146,29,-185.6937716
146,30,-203.5841847
146,31,-231.4091533
146,32,-284.4162414
146,33,-346.1734343
146,34,-390.6780885
146,35,-403.0824266
146,36,-385.0959692
146,37,-348.528914
146,38,-306.3441368
146,39,-267.2618025
146,40,-234.8217032
146,41,-209.0219167
146,42,-188.4294233
146,43,-171.6095032
146,44,-157.6707903
146,45,-146.2164415
146,46,-137.0740945
146,47,-130.0556999
146,48,-124.8441232
146,49,-120.9980936
146,50,-118.0234591
146,51,-115.4581032
146,52,-112.9365053
146,53,-110.2208745
146,54,-107.2009162
146,55,-103.8718818
146,56,-100.3021517
146,57,-96.59968922
146,58,-92.88344458
146,59,-89.26258872
146,60,-85.82400982
146,61,-82.62698704
146,62,-79.70324814
146,63,-77.06049837
146,64,-74.68773796
146,65,-72.56107651
151,0,71.85957489
151,1,74.2432578
151,2,76.85136697
151,3,79.66619345
151,4,82.69522766
151,5,85.96612103
151,6,89.51949941
151,7,93.40151369
151,8,97.65880384
151,9,102.3381064
151,10,107.4902523
151,11,113.1743885
151,12,119.4567813
151,13,126.4018185
151,14,134.1033982
151,15,142.6615341
151,16,152.1372941
151,17,163.2202784
151,18,176.4032859
151,19,190.2185096
151,20,204.3968563
151,21,223.4698861
151,22,252.3338904
151,23,287.2066068
151,24,312.7902733
151,25,304.7121383
151,26,237.0603087
151,27,109.0391971
151,28,-35.82835186
151,29,-140.5351754
151,30,-186.0515717
151,31,-200.8669951
151,32,-224.7249347
151,33,-272.8925355
151,34,-331.7074598
151,35,-377.2441243
151,36,-394.1038362
151,37,-381.6634152
151,38,-349.5151069
151,39,-309.665873
151,40,-271.1064239
151,41,-238.2042483
151,42,-211.7041644
151,43,-190.5481715
151,44,-173.3341133
151,45,-159.0365915
151,46,-147.1260689
151,47,-137.3866705
151,48,-129.683012
151,49,-123.8065425
151,50,-119.4294096
151,51,-116.1374603
151,52,-113.4981963
151,53,-111.1273533
151,54,-108.7338037
151,55,-106.1371854
151,56,-103.2622338
151,57,-100.1180152
151,58,-96.77060088
151,59,-93.31592795
151,60,-89.85709239
151,61,-86.48799119
151,62,-83.28348886
151,63,-80.29521162
151,64,-77.55157923
151,65,-75.06060513
156,0,69.50531258
156,1,71.75039758
156,2,74.19343497
156,3,76.81668301
156,4,79.6261492
156,5,82.64714158
156,6,85.9175738
156,7,89.48060038
156,8,93.37910136
156,9,97.65432505
156,10,102.3491684
156,11,107.5130054
156,12,113.2030173
156,13,119.4763437
156,14,126.3940949
156,15,134.0681195
156,16,142.5175626
156,17,151.9852391
156,18,163.3811104
156,19,176.3804029
156,20,189.285202
156,21,203.3905169
156,22,224.0718063
156,23,254.4195602
156,24,288.0354977
156,25,308.8667872
156,26,293.404318
156,27,219.1805937
156,28,90.6516459
156,29,-48.01375153
156,30,-145.1606416
156,31,-186.0615893
156,32,-198.2224745
156,33,-218.5923639
156,34,-262.2802954
156,35,-318.0333892
156,36,-363.9837312
156,37,-384.5697987
156,38,-377.2604742
156,39,-349.5702052
156,40,-312.3934327
156,41,-274.7324201
156,42,-241.6069939
156,43,-214.4799709
156,44,-192.7413862
156,45,-175.1155353
156,46,-160.4991992
156,47,-148.2321372
156,48,-138.0182284
156,49,-129.7266556
156,50,-123.2209349
156,51,-118.2729361
156,52,-114.5574736
156,53,-111.6959965
156,54,-109.3155908
156,55,-107.0993364
156,56,-104.8165345
156,57,-102.3313419
156,58,-99.59428013
156,59,-96.62332578
156,60,-93.48101702
156,61,-90.25245939
156,62,-87.02720814
156,63,-83.88630328
156,64,-80.89448341
156,65,-78.09684192
161,0,67.30228509
161,1,69.4216015
161,2,71.71540001
161,3,74.1660494
161,4,76.77826672
161,5,79.5752822
161,6,82.59267587
161,7,85.87117525
161,8,89.45079999
161,9,93.36865686
161,10,97.66136284
161,11,102.3700411
161,12,107.5432105
161,13,113.2332785
161,14,119.4849232
161,15,126.380468
161,16,133.9994871
161,17,142.3232446
161,18,151.9631997
161,19,163.6196742
161,20,176.063121
161,21,188.1404123
161,22,202.7498054
161,23,225.269436
161,24,256.5709748
161,25,288.2307384
161,26,303.9905353
161,27,281.3817128
161,28,201.5015484
161,29,73.40472001
161,30,-58.92641044
161,31,-149.0007808
161,32,-185.7633338
161,33,-195.6352158
161,34,-212.9428579
161,35,-252.5030254
161,36,-305.1477963
161,37,-351.0016875
161,38,-374.6400423
161,39,-372.0082956
161,40,-348.7203221
161,41,-314.4704285
161,42,-278.0562341
161,43,-244.9699854
161,44,-217.3294561
161,45,-195.0119471
161,46,-176.9483465
161,47,-162.0218879
161,48,-149.4633519
161,49,-138.8785603
161,50,-130.1030882
161,51,-123.034976
161,52,-117.5229315
161,53,-113.3271535
161,54,-110.1359082
161,55,-107.6101785
161,56,-105.4320927
161,57,-103.3419301
161,58,-101.1576946
161,59,-98.77792485
161,60,-96.17201434
161,61,-93.36339905
161,62,-90.41044694
161,63,-87.3885916
161,64,-84.37580664
161,65,-81.44226877
166,0,65.23687508
166,1,67.24165047
166,2,69.40007562
166,3,71.69472732
166,4,74.12917479
166,5,76.72476749
166,6,79.51503183
166,7,82.53868933
166,8,85.83357525
166,9,89.43371581
166,10,93.37084968
166,11,97.67922341
166,12,102.3995475
166,13,107.5785544
166,14,113.2575455
166,15,119.4823789
166,16,126.3596642
166,17,133.8656278
166,18,142.145405
166,19,152.1183166
166,20,163.7874933
166,21,175.3953206
166,22,186.9616183
166,23,202.6118182
166,24,226.9636177
166,25,258.5973017
166,26,287.7193644
166,27,298.2106362
166,28,268.783495
166,29,184.155873
166,30,57.29997755
166,31,-68.66189964
166,32,-152.1400504
166,33,-185.1928777
166,34,-193.0936215
166,35,-207.7167302
166,36,-243.4877048
166,37,-293.0343012
166,38,-338.3778337
166,39,-364.4559871
166,40,-366.0307585
166,41,-347.0123662
166,42,-315.8634594
166,43,-281.0051178
166,44,-248.2292143
166,45,-220.2223056
166,46,-197.3577382
166,47,-178.8346625
166,48,-163.5868801
166,49,-150.7710762
166,50,-139.894024
166,51,-130.7317803
166,52,-123.1832305
166,53,-117.1469526
166,54,-112.4559794
166,55,-108.8681275
166,56,-106.092498
166,57,-103.8302249
166,58,-101.8127384
166,59,-99.82826329
166,60,-97.73383039
166,61,-95.45444871
166,62,-92.97322309
166,63,-90.31663907
166,64,-87.53863948
166,65,-84.70607126
171,0,63.29701872
171,1,65.19711992
171,2,67.23236369
171,3,69.38559879
171,4,71.65935319
171,5,74.07324163
171,6,76.65894255
171,7,79.45348132
171,8,82.49301211
171,9,85.80930607
171,10,89.43039414
171,11,93.38488723
171,12,97.70666104
171,13,102.4360311
171,14,107.6140068
171,15,113.2684846
171,16,119.4773947
171,17,126.3061308
171,18,133.6663034
171,19,142.0835277
171,20,152.4074898
171,21,163.7284189
171,22,174.4204125
171,23,185.941825
171,24,203.040697
171,25,229.0095005
171,26,260.3381054
171,27,286.4655204
171,28,291.5908221
171,29,255.746181
171,30,167.2544197
171,31,42.32277078
171,32,-77.31322629
171,33,-154.6551416
171,34,-184.3831043
171,35,-190.5891062
171,36,-202.8621542
171,37,-235.1656512
171,38,-281.6672557
171,39,-326.1707099
171,40,-354.1403071
171,41,-359.449522
171,42,-344.5084352
171,43,-316.5601859
171,44,-283.5198463
171,45,-251.3211019
171,46,-223.1199532
171,47,-199.7692823
171,48,-180.7780817
171,49,-165.1887529
171,50,-152.1257294
171,51,-141.0091084
171,52,-131.541989
171,53,-123.5972931
171,54,-117.0965437
171,55,-111.9277269
171,56,-107.9129729
171,57,-104.8158237
171,58,-102.3704726
171,59,-100.3166447
171,60,-98.42897522
171,61,-96.53549107
171,62,-94.52436414
171,63,-92.34092386
171,64,-89.97814289
171,65,-87.4638906
176,0,61.47199208
176,1,63.27612487
176,2,65.19894876
176,3,67.22362432
176,4,69.35171914
176,5,71.60122158
176,6,74.0021116
176,7,76.58994476
176,8,79.39956516
176,9,82.46112256
176,10,85.79990146
176,11,89.43999627
176,12,93.40935761
176,13,97.74210734
176,14,102.476805
176,15,107.6405615
176,16,113.2689535
176,17,119.4694542
176,18,126.1818914
176,19,133.4621216
176,20,142.2070709
176,21,152.7056241
176,22,163.3399626
176,23,173.2620362
176,24,185.2492994
176,25,204.0295562
176,26,231.2422201
176,27,261.6703898
176,28,284.4613982
176,29,284.2046622
176,30,242.4007328
176,31,150.8875389
176,32,28.44603942
176,33,-84.96964167
176,34,-156.6154097
176,35,-183.3637845
176,36,-188.1154405
176,37,-198.3342127
176,38,-227.4729877
176,39,-271.0146794
176,40,-314.4209966
176,41,-343.7974325
176,42,-352.3804789
176,43,-341.2807713
176,44,-316.5665637
176,45,-285.555929
176,46,-254.1861834
176,47,-225.9784976
176,48,-202.2293468
176,49,-182.7796785
176,50,-166.8287041
176,51,-153.5121841
176,52,-142.1853348
176,53,-132.4760885
176,54,-124.2128478
176,55,-117.3161485
176,56,-111.7089468
176,57,-107.2669489
176,58,-103.8077653
176,59,-101.1067109
176,60,-98.92486083
176,61,-97.03768827
176,62,-95.25709571
176,63,-93.44391737
176,64,-91.51109361
176,65,-89.4195078
181,0,59.75223196
181,1,61.46810721
181,2,63.28804435
181,3,65.19553863
181,4,67.19126016
181,5,69.29165176
181,6,71.52510166
181,7,73.92585909
181,8,76.52772869
181,9,79.35971813
181,10,82.44514185
181,11,85.80456978
181,12,89.46087848
181,13,93.44262143
181,14,97.7838232
181,15,102.5156454
181,16,107.6515169
181,17,113.2712154
181,18,119.4299756
181,19,125.9787952
181,20,133.3551476
181,21,142.5048325
181,22,152.8554701
181,23,162.6056606
181,24,172.0857263
181,25,185.0034791
181,26,205.5127938
181,27,233.4985812
181,28,262.5085189
181,29,281.7192125
181,30,276.1321731
181,31,228.870309
181,32,135.1262594
181,33,15.63321474
181,34,-91.71590774
181,35,-158.0834659
181,36,-182.1618726
181,37,-185.6682284
181,38,-194.0940096
181,39,-220.3508178
181,40,-261.0405593
181,41,-303.1546517
181,42,-333.5146596
181,43,-344.9313894
181,44,-337.4074494
181,45,-315.9036887
181,46,-287.0836342
181,47,-256.7718181
181,48,-228.7517339
181,49,-204.7138513
181,50,-184.8357887
181,51,-168.5100774
181,52,-154.9251175
181,53,-143.3986331
181,54,-133.4903417
181,55,-124.9739428
181,56,-117.749863
181,57,-111.7565038
181,58,-106.9092992
181,59,-103.0744581
181,60,-100.0710649
181,61,-97.69015597
181,62,-95.71971014
181,63,-93.96746916
181,64,-92.27710744
181,65,-90.53635841
186,0,58.12918465
186,1,59.76365724
186,2,61.4891814
186,3,63.28959819
186,4,65.16473121
186,5,67.12953878
186,6,69.21089169
186,7,71.44184862
186,8,73.85536969
186,9,76.47967711
186,10,79.33673216
186,11,82.44443816
186,12,85.82142357
186,13,89.4912613
186,14,93.48300552
186,15,97.82877902
186,16,102.5422323
186,17,107.6534691
186,18,113.2751308
186,19,119.315503
186,20,125.7502521
186,21,133.4312807
186,22,142.8796613
186,23,152.7264101
186,24,161.5931904
186,25,171.0600361
186,26,185.2660568
186,27,207.3834381
186,28,235.6325925
186,29,262.7996921
186,30,278.2649434
186,31,267.4573164
186,32,215.2686263
186,33,120.0240816
186,34,3.840769534
186,35,-97.63187615
186,36,-159.1156772
186,37,-180.8016337
186,38,-183.2444937
186,39,-190.1078846
186,40,-213.7451985
186,41,-251.7066248
186,42,-292.3856878
186,43,-323.3636157
186,44,-337.2004629
186,45,-332.9688469
186,46,-314.6045855
186,47,-288.0871524
186,48,-259.0339357
186,49,-231.3939092
186,50,-207.1935092
186,51,-186.9372022
186,52,-170.2352225
186,53,-156.3648877
186,54,-144.6360667
186,55,-134.553961
186,56,-125.8350089
186,57,-118.3460502
186,58,-112.0236892
186,59,-106.8081962
186,60,-102.6055045
186,61,-99.27667691
186,62,-96.647063
186,63,-94.52558324
186,64,-92.72597907
186,65,-91.08457913
191,0,56.59517775
191,1,58.15436323
191,2,59.79303077
191,3,61.49537068
191,4,63.26040332
191,5,65.10165005
191,6,67.04451375
191,7,69.12094176
191,8,71.36318801
191,9,73.79894978
191,10,76.44931683
191,11,79.3302509
191,12,82.4569272
191,13,85.84844589
191,14,89.5293488
191,15,93.52896285
191,16,97.86923405
191,17,102.5512981
191,18,107.6621529
191,19,113.2491036
191,20,119.110603
191,21,125.5975771
191,22,133.7070805
191,23,143.1849561
191,24,152.2551811
191,25,160.4286241
191,26,170.3281112
191,27,186.0428464
191,28,209.5116179
191,29,237.5244094
191,30,262.5174123
191,31,274.133889
191,32,258.2660281
191,33,201.6988157
191,34,105.6188594
191,35,-6.979646972
191,36,-102.7922294
191,37,-159.762704
191,38,-179.3048797
191,39,-180.8423539
191,40,-186.3467211
191,41,-207.606992
191,42,-242.9736903
191,43,-282.1185839
191,44,-313.4018973
191,45,-329.2756736
191,46,-328.0448685
191,47,-312.7111602
191,48,-288.5631961
191,49,-260.937927
191,50,-233.8619933
191,51,-209.635767
191,52,-189.0693605
191,53,-172.003568
191,54,-157.8342139
191,55,-145.8925076
191,56,-135.6471795
191,57,-126.7612049
191,58,-119.0600778
191,59,-112.4647668
191,60,-106.926065
191,61,-102.378935
191,62,-98.72134076
191,63,-95.81358632
191,64,-93.490692
191,65,-91.58025438
196,0,55.14331105
196,1,56.63268393
196,2,58.19125361
196,3,59.80355831
196,4,61.46785394
196,5,63.19626364
196,6,65.01275333
196,7,66.94820972
196,8,69.0342767
196,9,71.29831297
196,10,73.76090559
196,11,76.43667546
196,12,79.33808087
196,13,82.48027006
196,14,85.88374922
196,15,89.57367541
196,16,93.57691777
196,17,97.89378161
196,18,102.5537562
196,19,107.6773175
196,20,113.1448423
196,21,118.861066
196,22,125.6179417
196,23,134.1142818
196,24,143.2773036
196,25,151.4579112
196,26,159.262481
196,27,169.99229
196,28,187.2921231
196,29,211.7614075
196,30,239.0834752
196,31,261.6547203
196,32,269.3677171
196,33,248.6445326
196,34,188.2527558
196,35,91.93474249
196,36,-16.87944612
196,37,-107.2664355
196,38,-160.0699691
196,39,-177.6911478
196,40,-178.4607441
