freq (Hz),v (m/s),Thrust force (N)
196,41,-182.7853358
196,42,-201.8916167
196,43,-234.8026546
196,44,-272.350342
196,45,-303.674752
196,46,-321.2346225
196,47,-322.7128562
196,48,-310.2714544
196,49,-288.5192824
196,50,-262.4588377
196,51,-236.1173832
196,52,-212.0067394
196,53,-191.2131923
196,54,-173.8106932
196,55,-159.335735
196,56,-147.1676382
196,57,-136.7588864
196,58,-127.7276415
196,59,-119.8555506
196,60,-113.0380296
196,61,-107.2238092
196,62,-102.3657085
196,63,-98.39139221
196,64,-95.1938002
196,65,-92.63619796
201,0,53.76736311
201,1,55.19184006
201,2,56.67637467
201,3,58.20584895
201,4,59.77779105
201,5,61.40295946
201,6,63.10390052
201,7,64.91046841
201,8,66.85376158
201,9,68.96093031
201,10,71.25233499
201,11,73.74174465
201,12,76.43955676
201,13,79.35753913
201,14,82.51243402
201,15,85.9255838
201,16,89.62303412
201,17,93.61723354
201,18,97.89949008
201,19,102.5684662
201,20,107.6643832
201,21,112.9403756
201,22,118.6650427
201,23,125.8509613
201,24,134.5241974
201,25,143.0603093
201,26,150.4171967
201,27,158.240124
201,28,170.109243
201,29,188.9363303
201,30,214.0042823
201,31,240.2473348
201,32,260.2182822
201,33,264.0125943
201,34,238.6778758
201,35,175.0108161
201,36,78.98408815
201,37,-25.91165116
201,38,-111.118787
201,39,-160.0781778
201,40,-175.9779308
201,41,-176.0992176
201,42,-179.4019262
201,43,-196.5587608
201,44,-227.1552254
201,45,-263.0722162
201,46,-294.2167178
201,47,-313.1447914
201,48,-317.0460926
201,49,-307.3372661
201,50,-287.9718893
201,51,-263.5810319
201,52,-238.1270491
201,53,-214.2729479
201,54,-193.3462918
201,55,-175.648156
201,56,-160.8703966
201,57,-148.463473
201,58,-137.8842181
201,59,-128.7179485
201,60,-120.7044298
201,61,-113.7075759
201,62,-107.6639051
201,63,-102.5334883
201,64,-98.26542532
201,65,-94.78083835
206,0,52.46171107
206,1,53.82572163
206,2,55.24167448
206,3,56.6947901
206,4,58.18190495
206,5,59.71244416
206,6,61.30754234
206,7,62.99603119
206,8,64.80850413
206,9,66.77199169
206,10,68.90682847
206,11,71.22632225
206,12,73.73937802
206,13,76.45497546
206,14,79.38631341
206,15,82.55154594
206,16,85.97301918
206,17,89.67284269
206,18,93.63788502
206,19,97.9019495
206,20,102.5945304
206,21,107.5708716
206,22,112.6738507
206,23,118.6266477
206,24,126.2559116
206,25,134.7924956
206,26,142.5064426
206,27,149.2555626
206,28,157.4823025
206,29,170.6918909
206,30,190.875022
206,31,216.128328
206,32,240.9777866
206,33,258.2238016
206,34,258.1179682
206,35,228.4486152
206,36,162.041948
206,37,66.7692839
206,38,-34.12974592
206,39,-114.4085599
206,40,-159.8237404
206,41,-174.1808435
206,42,-173.7577677
206,43,-176.1776135
206,44,-191.5720633
206,45,-219.9944277
206,46,-254.2711483
206,47,-285.0531663
206,48,-305.0640608
206,49,-311.1127994
206,50,-303.9621616
206,51,-286.9446241
206,52,-264.2974855
206,53,-239.8641772
206,54,-216.4027597
206,55,-195.4442151
206,56,-177.5038413
206,57,-162.436546
206,58,-149.7824672
206,59,-139.0223535
206,60,-129.7225464
206,61,-121.5864024
206,62,-114.4440642
206,63,-108.2124518
206,64,-102.8495889
206,65,-98.31756645
211,0,51.22126149
211,1,52.52880835
211,2,53.88109729
211,3,55.26368162
211,4,56.6727427
211,5,58.11640347
211,6,59.61438843
211,7,61.19450233
211,8,62.88685509
211,9,64.71841588
211,10,66.70963501
211,11,68.87366426
211,12,71.2183989
211,13,73.75059856
211,14,76.48023245
211,15,79.42251074
211,16,82.59613814
211,17,86.02510647
211,18,89.71127724
211,19,93.63920042
211,20,97.92260103
211,21,102.5944515
211,22,107.3690686
211,23,112.4385873
211,24,118.8038825
211,25,126.7257888
211,26,134.8023266
211,27,141.6556886
211,28,148.1073107
211,29,157.0757853
211,30,171.7151661
211,31,192.9974377
211,32,218.0431771
211,33,241.255859
211,34,255.6927912
211,35,251.7357147
211,36,218.0356815
211,37,149.4040575
211,38,55.284442
211,39,-41.58677994
211,40,-117.190226
211,41,-159.3391878
211,42,-172.313795
211,43,-171.4367018
211,44,-173.0960327
211,45,-186.898793
211,46,-213.2849451
211,47,-245.930946
211,48,-276.2017174
211,49,-297.0413955
211,50,-304.9755364
211,51,-300.1998654
211,52,-285.4664985
211,53,-264.6088442
211,54,-241.3083917
211,55,-218.3674886
211,56,-197.4817394
211,57,-179.3626324
211,58,-164.0295874
211,59,-151.1261945
211,60,-140.1746524
211,61,-130.7368776
211,62,-122.4878069
211,63,-115.2247162
211,64,-108.8403357
211,65,-103.283105
216,0,50.04139056
216,1,51.29610112
216,2,52.58917202
216,3,53.90648416
216,4,55.24360139
216,5,56.60737712
216,6,58.01612409
216,7,59.49660387
216,8,61.07844902
216,9,62.78860411
216,10,64.64773078
216,11,66.66905727
216,12,68.85987226
216,13,71.22523159
216,14,73.77229413
216,15,76.51330662
216,16,79.46432713
216,17,82.64610284
216,18,86.07560028
216,19,89.72642748
216,20,93.64155063
216,21,97.95936952
216,22,102.5122039
216,23,107.0897261
216,24,112.3421426
216,25,119.1809261
216,26,127.1238302
216,27,134.4919963
216,28,140.597774
216,29,147.0967011
216,30,157.0711902
216,31,173.1238611
216,32,195.1934531
216,33,219.6812727
216,34,241.0767267
216,35,252.650514
216,36,244.9194271
216,37,207.5134288
216,38,137.1445953
216,39,44.51693959
216,40,-48.33467577
216,41,-119.5136732
216,42,-158.6535764
216,43,-170.389173
216,44,-169.1365313
216,45,-170.1429878
216,46,-182.5095291
216,47,-206.9933336
216,48,-238.0332403
216,49,-267.6735116
216,50,-289.1176228
216,51,-298.6909153
216,52,-296.1030017
216,53,-283.5703661
216,54,-264.5223588
216,55,-242.4456471
216,56,-220.1421605
216,57,-199.4339868
216,58,-181.2072445
216,59,-165.6420499
216,60,-152.4945282
216,61,-141.3431892
216,62,-131.7597697
216,63,-123.4003531
216,64,-116.0328082
216,65,-109.5236937
221,0,48.91789205
221,1,50.12306275
221,2,51.36094429
221,3,52.61774057
221,4,53.88843697
221,5,55.17865253
221,6,56.50528573
221,7,57.89402954
221,8,59.37403208
221,9,60.97223466
221,10,62.70957179
221,11,64.5995192
221,12,66.64908986
221,13,68.8620914
221,14,71.2433365
221,15,73.8021284
221,16,76.5524209
221,17,79.51090651
221,18,82.70035887
221,19,86.11043376
221,20,89.72272948
221,21,93.66827376
221,22,97.97195207
221,23,102.3151317
221,24,106.8202539
221,25,112.4566026
221,26,119.6737002
221,27,127.323521
221,28,133.8629153
221,29,139.4478265
221,30,146.3250531
221,31,157.4849453
221,32,174.8415138
221,33,197.3620399
221,34,220.9964214
221,35,240.445262
221,36,249.1247888
221,37,237.7237416
221,38,196.9508869
221,39,125.3013001
221,40,34.44879448
221,41,-54.42370396
221,42,-121.4244804
221,43,-157.7928271
221,44,-168.4179733
221,45,-166.8579159
221,46,-167.3061449
221,47,-178.3778546
221,48,-201.0881382
221,49,-230.5582533
221,50,-259.4743358
221,51,-281.3262477
221,52,-292.3095538
221,53,-291.7221462
221,54,-281.2915555
221,55,-264.0507801
221,56,-243.2678751
221,57,-221.7059754
221,58,-201.2773598
221,59,-183.0190993
221,60,-167.2639327
221,61,-153.8852358
221,62,-142.5296823
221,63,-132.792026
221,64,-124.3198095
221,65,-116.856858
226,0,47.84693213
226,1,49.00556656
226,2,50.19191756
226,3,51.39250829
226,4,52.60178601
226,5,53.82417396
226,6,55.07515487
226,7,56.37932088
226,8,57.76531689
226,9,59.26009092
226,10,60.88488755
226,11,62.65355057
226,12,64.57308316
226,13,66.64644025
226,14,68.87654024
226,15,71.26994004
226,16,73.83840882
226,17,76.59595206
226,18,79.56309441
226,19,82.7502853
226,20,86.11876694
226,21,89.72517646
226,22,93.71563293
226,23,97.90139467
226,24,102.0270159
226,25,106.6689044
226,26,112.7878102
226,27,120.158526
226,28,127.2387721
226,29,132.9707023
226,30,138.3240253
226,31,145.8654582
226,32,158.3033737
226,33,176.7795048
226,34,199.4168381
226,35,221.9606864
226,36,239.3725419
226,37,245.1453628
226,38,230.2036507
226,39,186.4112213
226,40,113.9030421
226,41,25.05787384
226,42,-59.90211627
226,43,-122.9642095
226,44,-156.7800361
226,45,-166.409944
226,46,-164.6015805
226,47,-164.574773
226,48,-174.4800682
226,49,-195.5399362
226,50,-223.4854088
226,51,-251.6056073
226,52,-273.6942669
226,53,-285.876206
226,54,-287.1051446
226,55,-278.6667056
226,56,-263.2112788
226,57,-243.7724659
226,58,-223.0425091
226,59,-202.9902689
226,60,-184.7791614
226,61,-168.8832164
226,62,-155.2938935
226,63,-143.7347821
226,64,-133.8352868
226,65,-125.2447754
231,0,46.82500975
231,1,47.93985168
231,2,49.07800219
231,3,50.22630082
231,4,51.37869846
231,5,52.53846461
231,6,53.71966764
231,7,54.94576191
231,8,56.24485967
231,9,57.64391667
231,10,59.16450849
231,11,60.82092694
231,12,62.62037375
231,13,64.56528998
231,14,66.65711244
231,15,68.89998836
231,16,71.30322896
231,17,73.87936871
231,18,76.64406157
231,19,79.61897259
231,20,82.7798534
231,21,86.10982205
231,22,89.75823783
231,23,93.74067968
231,24,97.71087683
231,25,101.7287286
231,26,106.7180616
231,27,113.2741597
231,28,120.5077435
231,29,126.8384612
231,30,131.9064103
231,31,137.3319557
231,32,145.7623271
231,33,159.4879434
231,34,178.8455713
231,35,201.2889103
231,36,222.5605584
231,37,237.8733656
231,38,240.743595
231,39,222.4138074
231,40,175.9513943
231,41,102.9707194
231,42,16.31894063
231,43,-64.81589699
231,44,-124.1706827
231,45,-155.6357593
231,46,-164.3737073
231,47,-162.3682779
231,48,-161.9395201
231,49,-170.7949134
231,50,-190.321328
231,51,-216.7938104
231,52,-244.0652237
231,53,-266.242954
231,54,-279.4300172
231,55,-282.2966558
231,56,-275.7328019
231,57,-262.02443
231,58,-243.961647
231,59,-224.1397044
231,60,-204.5536533
231,61,-186.4686808
231,62,-170.4864505
231,63,-156.7140287
231,64,-144.957665
231,65,-134.8911675
236,0,45.84892196
236,1,46.92248396
236,2,48.01547104
236,3,49.11503715
236,4,50.21467942
236,5,51.31655958
236,6,52.43333708
236,7,53.58728893
236,8,54.80595561
236,9,56.11629378
236,10,57.54022071
236,11,59.09252495
236,12,60.78076453
236,13,62.60715276
236,14,64.57201293
236,15,66.67746621
236,16,68.93026542
236,17,71.34168504
236,18,73.92384461
236,19,76.69838499
236,20,79.66695762
236,21,82.78037502
236,22,86.11281407
236,23,89.81610537
236,24,93.68212062
236,25,97.41773829
236,26,101.5271164
236,27,106.9918415
236,28,113.8081781
236,29,120.6199487
236,30,126.1454518
236,31,130.7756388
236,32,136.5563789
236,33,146.033345
236,34,160.9812667
236,35,180.9510279
236,36,202.9271121
236,37,222.7931204
236,38,235.9646618
236,39,235.9522731
236,40,214.4078397
236,41,165.622013
236,42,92.51816785
236,43,8.20454796
236,44,-69.20860046
236,45,-125.0782726
236,46,-154.3783046
236,47,-162.3168894
236,48,-160.1587559
236,49,-159.3922254
236,50,-167.3033328
236,51,-185.4068906
236,52,-210.4626106
236,53,-236.8482906
236,54,-258.9885995
236,55,-273.0048634
236,56,-277.3378764
236,57,-272.5263991
236,58,-260.5132903
236,59,-243.8418129
236,60,-224.9897011
236,61,-205.9513137
236,62,-188.0698153
236,63,-172.0593528
236,64,-158.137415
236,65,-146.1958706
241,0,44.91573347
241,1,45.95032178
241,2,47.00092078
241,3,48.05499751
241,4,49.10563877
241,5,50.15394802
241,6,51.21118632
241,7,52.29841321
241,8,53.44254951
241,9,54.67053827
241,10,56.00464334
241,11,57.46017594
241,12,59.0451644
241,13,60.76183158
241,14,62.60971299
241,15,64.58927125
241,16,66.70485283
241,17,68.96602692
241,18,71.38351463
241,19,73.97338008
241,20,76.75523999
241,21,79.68970427
241,22,82.76629665
241,23,86.15255459
241,24,89.85338929
241,25,93.49970394
241,26,97.09602329
241,27,101.5116347
241,28,107.4496168
241,29,114.2673038
241,30,120.438534
241,31,125.2242209
241,32,129.6813415
241,33,136.0586369
241,34,146.6724544
241,35,162.7135139
241,36,183.0161969
241,37,204.2967124
241,38,222.6626635
241,39,233.6645951
241,40,230.8054436
241,41,206.2377038
241,42,155.467338
241,43,82.55305484
241,44,0.68579267
241,45,-73.12127325
241,46,-125.7181726
241,47,-153.0239516
241,48,-160.2462087
241,49,-157.9737319
241,50,-156.9257449
241,51,-163.9882373
241,52,-180.7731039
241,53,-204.4712917
241,54,-229.9477382
241,55,-251.9431935
241,56,-266.6297393
241,57,-272.2664119
241,58,-269.0830138
241,59,-258.7025814
241,60,-243.4228464
241,61,-225.588549
241,62,-207.1700793
241,63,-189.5661215
241,64,-173.5873741
241,65,-159.5544525
246,0,44.02274977
246,1,45.02048602
246,2,46.03123796
246,3,47.042785
246,4,48.04784727
246,5,49.04652289
246,6,50.04869083
246,7,51.07415429
246,8,52.14915891
246,9,53.30061167
246,10,54.55112459
246,11,55.91654233
246,12,57.40544043
246,13,59.02024391
246,14,60.75998643
246,15,62.6238031
246,16,64.61393698
246,17,66.73778657
246,18,69.00567621
246,19,71.42848506
246,20,74.02985596
246,21,76.79978833
246,22,79.68176114
246,23,82.77045539
246,24,86.22084546
246,25,89.80700917
246,26,93.20491229
246,27,96.84961215
246,28,101.7213985
246,29,108.0014514
246,30,114.5426061
246,31,119.9569858
246,32,124.1631878
246,33,128.7128919
246,34,135.8772456
246,35,147.6533765
246,36,164.6088034
246,37,184.9738475
246,38,205.3769452
246,39,222.1779823
246,40,230.9921561
246,41,225.3381977
246,42,197.9531049
246,43,145.5254344
246,44,73.07773634
246,45,-6.267057561
246,46,-76.59243148
246,47,-126.1186504
246,48,-151.587169
246,49,-158.1675794
246,50,-155.8138764
246,51,-154.5338156
246,52,-160.8343009
246,53,-176.398261
246,54,-198.7998742
246,55,-223.3548413
246,56,-245.1150479
246,57,-260.3291737
246,58,-267.1162601
246,59,-265.436666
246,60,-256.6179846
246,61,-242.7174596
246,62,-225.9358429
246,63,-208.1998397
246,64,-190.942915
246,65,-175.0561998
251,0,43.1674934
251,1,44.13033361
251,2,45.10356927
251,3,46.07529179
251,4,47.03789825
251,5,47.99053734
251,6,48.94172841
251,7,49.90998237
251,8,50.92080798
251,9,52.00104498
251,10,53.17365319
251,11,54.45501277
251,12,55.85429292
251,13,57.37427278
251,14,59.01373201
251,15,60.77077485
251,16,62.64587421
251,17,64.64411413
251,18,66.77514152
251,19,69.04757278
251,20,71.47966489
251,21,74.08685115
251,22,76.81432794
251,23,79.66296078
251,24,82.81724187
251,25,86.27009662
251,26,89.63395951
251,27,92.86491969
251,28,96.77234576
251,29,102.1347015
251,30,108.5340919
251,31,114.5591761
251,32,119.2128069
251,33,123.0575414
251,34,127.9411069
251,35,136.0297922
251,36,148.9336026
251,37,166.5910545
251,38,186.7707369
251,39,206.1580985
251,40,221.350404
251,41,227.9670481
251,42,219.5863897
251,43,189.6010044
251,44,135.8284286
251,45,64.09005885
251,46,-12.68405205
251,47,-79.65808263
251,48,-126.3052999
251,49,-150.0808002
251,50,-156.0861937
251,51,-153.6798005
251,52,-152.2109322
251,53,-157.8277751
251,54,-172.262366
251,55,-193.4290667
251,56,-217.0596519
251,57,-238.5093563
251,58,-254.1236515
251,59,-261.9178814
251,60,-261.6195477
251,61,-254.2855457
251,62,-241.7405754
251,63,-226.0343131
251,64,-209.0334684
251,65,-192.1875112
256,0,42.34768292
256,1,43.27743416
256,2,44.2152953
256,3,45.14966954
256,4,46.07267416
256,5,46.98256667
256,6,47.88653565
256,7,48.80176832
256,8,49.75297012
256,9,50.76687319
256,10,51.86678272
256,11,53.06961293
256,12,54.38514938
256,13,55.81664035
256,14,57.36282345
256,15,59.02103936
256,16,60.79029306
256,17,62.67351809
256,18,64.6788945
256,19,66.81504782
256,20,69.09297794
256,21,71.53827084
256,22,74.12638422
256,23,76.79761255
256,24,79.6690196
256,25,82.89584647
256,26,86.23595141
256,27,89.34046838
256,28,92.57951938
256,29,96.91532698
256,30,102.6792239
256,31,108.937299
256,32,114.2858486
256,33,118.2742043
256,34,121.996336
256,35,127.4173778
256,36,136.5151839
256,37,150.4588145
256,38,168.5888428
256,39,188.3675654
256,40,206.6386084
256,41,220.1924908
256,42,224.6097172
256,43,213.5862956
256,44,181.2252277
256,45,126.4028498
256,46,55.58409838
256,47,-18.59513811
256,48,-82.35178112
256,49,-126.3012707
256,50,-148.5162461
256,51,-154.0065958
256,52,-151.5720497
256,53,-149.9522433
256,54,-154.956319
256,55,-168.3470287
256,56,-188.3403702
256,57,-211.0513588
256,58,-232.1286911
256,59,-248.0300286
256,60,-256.6983301
256,61,-257.6618004
256,62,-251.7311835
256,63,-240.5087631
256,64,-225.8893952
256,65,-209.6666643
261,0,41.56121429
261,1,42.45954938
261,2,43.36400742
261,3,44.26330337
261,4,45.14931701
261,5,46.01947496
261,6,46.87967006
261,7,47.74574026
261,8,48.64151821
261,9,49.59357859
261,10,50.62556659
261,11,51.75492929
261,12,52.99207421
261,13,54.34080055
261,14,55.79998229
261,15,57.36643654
261,16,59.03796367
261,17,60.81564958
261,18,62.70562953
261,19,64.71699573
261,20,66.85648681
261,21,69.14624332
261,22,71.59432681
261,23,74.13156201
261,24,76.77474534
261,25,79.72320841
261,26,82.95674767
261,27,86.07326648
261,28,88.98697407
261,29,92.44474515
261,30,97.27347584
261,31,103.2535592
261,32,109.1245225
261,33,113.7345923
261,34,117.2244975
261,35,121.0550594
261,36,127.1748608
261,37,137.3160249
261,38,152.1675424
261,39,170.538954
261,40,189.7377735
261,41,206.8224684
261,42,218.7172903
261,43,220.9414237
261,44,207.3742296
261,45,172.8661754
261,46,117.2700293
261,47,47.55083111
261,48,-24.0298342
261,49,-84.70471331
261,50,-126.1274894
261,51,-146.9036114
261,52,-151.9327587
261,53,-149.491099
261,54,-147.7534605
261,55,-152.2088482
261,56,-164.6353559
261,57,-183.5161439
261,58,-205.3185823
261,59,-225.9734433
261,60,-242.0619315
261,61,-251.4814306
261,62,-253.5913808
261,63,-248.9802942
261,64,-239.0397341
261,65,-225.5088015
266,0,40.80614423
266,1,41.67461466
266,2,42.54748734
266,3,43.41378881
266,4,44.26520255
266,5,45.09838584
266,6,45.9179769
266,7,46.73844559
266,8,47.58268122
266,9,48.47704164
266,10,49.44550203
266,11,50.50604392
266,12,51.66969159
266,13,52.94084758
266,14,54.31866947
266,15,55.79966371
266,16,57.38066222
266,17,59.06120439
266,18,60.84526442
266,19,62.74157055
266,20,64.75631766
266,21,66.90266934
266,22,69.20677725
266,23,71.62724952
266,24,74.10610046
266,25,76.7834958
266,26,79.8119799
266,27,82.93477862
266,28,85.78361128
266,29,88.66841468
266,30,92.52100493
266,31,97.79135453
266,32,103.7507966
266,33,109.0453166
266,34,112.9519501
266,35,116.1484159
266,36,120.2928749
266,37,127.2302752
266,38,138.4012363
266,39,153.9957305
266,40,172.3885415
266,41,190.8656315
266,42,206.7171167
266,43,216.9379933
266,44,216.984288
266,45,200.9861433
266,46,164.5606374
266,47,108.4465348
266,48,39.97873375
266,49,-29.0169709
266,50,-86.74579877
266,51,-125.8028558
266,52,-145.2518524
266,53,-149.8681367
266,54,-147.437349
266,55,-145.6107853
266,56,-149.5754004
266,57,-161.1118446
266,58,-178.9396439
266,59,-199.8496145
266,60,-220.0422067
266,61,-236.2301342
266,62,-246.2879817
266,63,-249.4339983
266,64,-246.0574419
266,65,-237.3519015
271,0,40.08067546
271,1,40.92072286
271,2,41.76368892
271,3,42.59891142
271,4,43.4179173
271,5,44.21665675
271,6,44.99856008
271,7,45.77671789
271,8,46.57300633
271,9,47.4134979
271,10,48.32248156
271,11,49.31847837
271,12,50.41311929
271,13,51.61143765
271,14,52.9129925
271,15,54.31416622
271,16,55.81103991
271,17,57.40185424
271,18,59.08864228
271,19,60.87870223
271,20,62.77955378
271,21,64.79715641
271,22,66.95853372
271,23,69.2605701
271,24,71.6221906
271,25,74.08000872
271,26,76.84540689
271,27,79.8841677
271,28,82.78321001
271,29,85.42094515
271,30,88.48125781
271,31,92.81752347
271,32,98.38066434
271,33,104.0784617
271,34,108.6889848
271,35,112.0062271
271,36,115.1226181
271,37,119.7528244
271,38,127.585651
271,39,139.7290356
271,40,155.8808351
271,41,174.0959772
271,42,191.7440228
271,43,206.3318534
271,44,214.8678611
271,45,212.7612743
271,46,194.4572315
271,47,156.3417013
271,48,99.9446237
271,49,32.85431454
271,50,-33.58449534
271,51,-88.50179596
271,52,-125.3444256
271,53,-143.5688881
271,54,-147.8157313
271,55,-145.411128
271,56,-143.5208418
271,57,-147.0470134
271,58,-157.7622779
271,59,-174.5950379
271,60,-194.6326131
271,61,-214.3321125
271,62,-230.5429092
271,63,-241.1359773
271,64,-245.2131094
271,65,-242.9861235
276,0,39.38314347
276,1,40.19610973
276,2,41.01072204
276,3,41.81662876
276,4,42.6052383
276,5,43.3718562
276,6,44.1187566
276,7,44.85764786
276,8,45.60932569
276,9,46.39950056
276,10,47.25275075
276,11,48.18814526
276,12,49.21791188
276,13,50.3477219
276,14,51.5776259
276,15,52.90404424
276,16,54.32250737
276,17,55.8301611
276,18,57.42742231
276,19,59.11955468
276,20,60.91512732
276,21,62.81764917
276,22,64.84479875
276,23,67.02050657
276,24,69.28535265
276,25,71.58831569
276,26,74.09225608
276,27,76.94415501
276,28,79.87421475
276,29,82.4995256
276,30,85.07486174
276,31,88.49287913
276,32,93.29452686
276,33,98.94103315
276,34,104.1722254
276,35,108.080512
276,36,110.9742883
276,37,114.2108072
276,38,119.4633199
276,39,128.2299526
276,40,141.2502465
276,41,157.7651468
276,42,175.6306265
276,43,192.3722324
276,44,205.6767578
276,45,212.5203061
276,46,208.2961063
276,47,187.8215641
276,48,148.2387426
276,49,91.77269812
276,50,26.16257705
276,51,-37.75932601
276,52,-89.9974209
276,53,-124.7675926
276,54,-141.8617221
276,55,-145.7781334
276,56,-143.412693
276,57,-141.4806199
276,58,-144.6156177
276,59,-154.5736245
276,60,-170.4674044
276,61,-189.6557556
276,62,-208.8391173
276,63,-225.00635
276,64,-236.0408347
276,65,-240.9499565
281,0,38.71200467
281,1,39.499141
281,2,40.28683824
281,3,41.06505424
281,4,41.82511507
281,5,42.56174361
281,6,43.27611403
281,7,43.9785578
281,8,44.68872729
281,9,45.4318873
281,10,46.23287125
281,11,47.11130645
281,12,48.08001174
281,13,49.14528869
281,14,50.30774301
281,15,51.56397253
281,16,52.90913782
281,17,54.33947351
281,18,55.8540589
281,19,57.45609575
281,20,59.15384783
281,21,60.95212811
281,22,62.8581892
281,23,64.90367831
281,24,67.0705121
281,25,69.26949367
281,26,71.55997372
281,27,74.16215548
281,28,77.02722405
281,29,79.73429438
281,30,82.13154335
281,31,84.8408755
281,32,88.7245842
281,33,93.8771658
281,34,99.37865569
281,35,104.002506
281,36,107.2711778
281,37,109.9308706
281,38,113.4624554
281,39,119.4398165
281,40,129.1407733
281,41,142.9117508
281,42,159.5981541
281,43,176.9718403
281,44,192.7539529
281,45,204.7620311
281,46,209.9090387
281,47,203.6131179
281,48,181.1117601
281,49,140.2774891
281,50,83.93575189
281,51,19.88742241
281,52,-41.56725397
281,53,-91.25546781
281,54,-124.0862334
281,55,-140.1365421
281,56,-143.7575716
281,57,-141.4422319
281,58,-139.4874259
281,59,-142.27394
281,60,-151.5339446
281,61,-166.5427172
281,62,-184.9073617
281,63,-203.5582519
281,64,-219.6246654
281,65,-231.0156223
286,0,38.06582583
286,1,38.82830078
286,2,39.59041784
286,3,40.34244289
286,4,41.07565366
286,5,41.78425149
286,6,42.46837049
286,7,43.13697913
286,8,43.80852932
286,9,44.50775129
286,10,45.25968845
286,11,46.08453661
286,12,46.99570674
286,13,48.00011374
286,14,49.09895734
286,15,50.289131
286,16,51.56558623
286,17,52.92382222
286,18,54.36177856
286,19,55.88090367
286,20,57.48790756
286,21,59.18999859
286,22,60.98868576
286,23,62.90818212
286,24,64.96625804
286,25,67.08577261
286,26,69.22780651
286,27,71.57650129
286,28,74.27064501
286,29,77.0290406
286,30,79.45834408
286,31,81.76324038
286,32,84.79132713
286,33,89.15079566
286,34,94.47363472
286,35,99.62028138
286,36,103.5741918
286,37,106.3269717
286,38,108.9417566
286,39,112.9136388
286,40,119.6862089
286,41,130.2862966
286,42,144.6598083
286,43,161.337909
286,44,178.1074687
286,45,192.8956265
286,46,203.5976705
286,47,207.0482182
286,48,198.7370517
286,49,174.3587138
286,50,132.4801419
286,51,76.43579838
286,52,14.01199383
286,53,-45.03287666
286,54,-92.29693253
286,55,-123.3128542
286,56,-138.3988037
286,57,-141.7559504
286,58,-139.4998725
286,59,-137.5388415
286,60,-140.0154173
286,61,-148.6323002
286,62,-162.8078216
286,63,-180.375987
286,64,-198.483832
286,65,-214.4004448
291,0,37.44327451
291,1,38.18218114
291,2,38.9199585
291,3,39.64717845
291,4,40.35510228
291,5,41.03746948
291,6,41.69343702
291,7,42.33063251
291,8,42.96625755
291,9,43.62441545
291,10,44.33030283
291,11,45.1046914
291,12,45.9615936
291,13,46.908517
291,14,47.94727198
291,15,49.07514474
291,16,50.28702038
291,17,51.57782942
291,18,52.94452037
291,19,54.38714841
291,20,55.9103217
291,21,57.52257457
291,22,59.22524824
291,23,61.02966252
291,24,62.97024132
291,25,65.01082968
291,26,67.05887377
291,27,69.19826919
291,28,71.65459054
291,29,74.36415418
291,30,76.90110847
291,31,79.08842743
291,32,81.48810542
291,33,84.95754477
291,34,89.7098338
291,35,94.9922613
291,36,99.62160916
291,37,102.9207816
291,38,105.3177301
291,39,108.0607105
291,40,112.5886426
291,41,120.1959579
291,42,131.6275903
291,43,146.4429703
291,44,162.9514807
291,45,179.0321655
291,46,192.8051686
291,47,202.1933794
291,48,203.9525687
291,49,193.692825
291,50,167.5913767
291,51,124.8655422
291,52,69.27227447
291,53,8.518968135
291,54,-48.17956114
291,55,-93.14113008
291,56,-122.4587174
291,57,-136.6533097
291,58,-139.7748881
291,59,-137.585681
291,60,-135.6326875
291,61,-137.8341213
291,62,-145.8586718
291,63,-159.2504032
291,64,-176.0504951
291,65,-193.6096377
296,0,36.84311051
296,1,37.55947284
296,2,38.27406488
296,3,38.977762
296,4,39.66183857
296,5,40.31963019
296,6,40.94938184
296,7,41.55741032
296,8,42.15962544
296,9,42.77940972
296,10,43.44204466
296,11,44.16887962
296,12,44.97454614
296,13,45.86712523
296,14,46.84903577
296,15,47.91803235
296,16,49.06906062
296,17,50.29663508
296,18,51.59685014
296,19,52.96862697
296,20,54.4145832
296,21,55.94278336
296,22,57.55759365
296,23,59.2603999
296,24,61.08292992
296,25,63.03225297
296,26,65.01540624
296,27,67.01019785
296,28,69.21981109
296,29,71.77254306
296,30,74.37742191
296,31,76.63431875
296,32,78.70280017
296,33,81.38175117
296,34,85.32658782
296,35,90.31956867
296,36,95.35512338
296,37,99.36989654
296,38,102.0951524
296,39,104.3089503
296,40,107.329168
296,41,112.5014946
296,42,120.9531702
296,43,133.1211481
296,44,148.214384
296,45,164.4146654
296,46,179.7456963
296,47,192.4910592
296,48,200.5586274
296,49,200.6374426
296,50,188.505278
296,51,160.836597
296,52,117.4493713
296,53,62.44241649
296,54,3.390800625
296,55,-51.02943146
296,56,-93.80581411
296,57,-121.5339658
296,58,-134.9042831
296,59,-137.8157477
296,60,-135.6996685
296,61,-133.7669951
296,62,-135.7246901
296,63,-143.2038804
296,64,-155.8589529
296,65,-171.9201101
301,0,36.26417814
301,1,36.95895688
301,2,37.65143944
301,3,38.33280162
301,4,38.99435814
301,5,39.6290965
301,6,40.23441632
301,7,40.81536108
301,8,41.38651643
301,9,41.97045099
301,10,42.59245152
301,11,43.27443856
301,12,44.03168752
301,13,44.87283956
301,14,45.80090517
301,15,46.81416127
301,16,47.90772706
